Country,Area,Year,mean_temp
BRA,Brazil,2014,1.291333333
BRA,Brazil,2015,1.775
BRA,Brazil,2016,1.545416667
BRA,Brazil,2017,1.48925
BRA,Brazil,2018,1.266833333
BRA,Brazil,2019,1.717416667
BUL,Bulgaria,1961,0.44825
BUL,Bulgaria,1962,0.294666667
BUL,Bulgaria,1963,-0.102833333
BUL,Bulgaria,1964,-0.36325
BUL,Bulgaria,1965,-0.387666667
BUL,Bulgaria,1966,0.999
BUL,Bulgaria,1967,-0.009583333
BUL,Bulgaria,1968,0.31325
BUL,Bulgaria,1969,-0.370333333
BUL,Bulgaria,1970,0.2365
BUL,Bulgaria,1971,-0.120916667
BUL,Bulgaria,1972,0.0005
BUL,Bulgaria,1973,-0.429166667
BUL,Bulgaria,1974,-0.099083333
BUL,Bulgaria,1975,0.307916667
BUL,Bulgaria,1976,-0.805
BUL,Bulgaria,1977,0.337416667
BUL,Bulgaria,1978,-0.417416667
BUL,Bulgaria,1979,0.262666667
BUL,Bulgaria,1980,-0.59825
BUL,Bulgaria,1981,0.07375
BUL,Bulgaria,1982,-0.036416667
BUL,Bulgaria,1983,0.154333333
BUL,Bulgaria,1984,-0.054
BUL,Bulgaria,1985,-0.310333333
BUL,Bulgaria,1986,0.04375
BUL,Bulgaria,1987,-0.327583333
BUL,Bulgaria,1988,0.078
BUL,Bulgaria,1989,0.4275
BUL,Bulgaria,1990,0.867666667
BUL,Bulgaria,1991,-0.510916667
BUL,Bulgaria,1992,0.296083333
BUL,Bulgaria,1993,-0.01
BUL,Bulgaria,1994,1.439
BUL,Bulgaria,1995,0.21825
BUL,Bulgaria,1996,-0.289666667
BUL,Bulgaria,1997,-0.372583333
BUL,Bulgaria,1998,0.463416667
BUL,Bulgaria,1999,1.145583333
BUL,Bulgaria,2000,1.200416667
BUL,Bulgaria,2001,1.049
BUL,Bulgaria,2002,1.06875
BUL,Bulgaria,2003,0.31575
BUL,Bulgaria,2004,0.634
BUL,Bulgaria,2005,0.124
BUL,Bulgaria,2006,0.519416667
BUL,Bulgaria,2007,1.64925
BUL,Bulgaria,2008,1.378083333
BUL,Bulgaria,2009,1.253083333
BUL,Bulgaria,2010,1.2145
BUL,Bulgaria,2011,0.43125
BUL,Bulgaria,2012,1.42575
BUL,Bulgaria,2013,1.48875
BUL,Bulgaria,2014,1.341416667
BUL,Bulgaria,2015,1.4965
BUL,Bulgaria,2016,1.5375
BUL,Bulgaria,2017,1.317083333
BUL,Bulgaria,2018,1.921333333
BUL,Bulgaria,2019,2.360416667
BDI,Burundi,1961,0.019
BDI,Burundi,1962,-0.463583333
BDI,Burundi,1963,-0.000166667
BDI,Burundi,1964,-0.224
BDI,Burundi,1965,-0.161166667
BDI,Burundi,1966,0.040916667
BDI,Burundi,1967,-0.21875
BDI,Burundi,1968,-0.227916667
BDI,Burundi,1969,0.261166667
BDI,Burundi,1970,0.28125
BDI,Burundi,1971,-0.213666667
BDI,Burundi,1972,0.381083333
BDI,Burundi,1973,0.416
BDI,Burundi,1974,-0.081666667
BDI,Burundi,1987,0.272583333
BDI,Burundi,1991,-0.132666667
BDI,Burundi,2003,0.467416667
BDI,Burundi,2004,0.648083333
CAM,Cambodia,1961,0.009
CAM,Cambodia,1962,-0.235416667
CAM,Cambodia,1963,-0.259416667
CAM,Cambodia,1964,0.06925
CAM,Cambodia,1965,-0.003
CAM,Cambodia,1966,0.399916667
CAM,Cambodia,1967,-0.227583333
CAM,Cambodia,1968,0.114666667
CAM,Cambodia,1969,0.376166667
CAM,Cambodia,1970,0.1615
CAM,Cambodia,1971,-0.498083333
CAM,Cambodia,1972,0.078
CAM,Cambodia,1973,0.251666667
CAM,Cambodia,1974,-0.252
CAM,Cambodia,1975,-0.198666667
CAM,Cambodia,1976,-0.283083333
CAM,Cambodia,1977,0.078333333
CAM,Cambodia,1978,0.191
CAM,Cambodia,1979,0.380666667
CAM,Cambodia,1980,0.370416667
CAM,Cambodia,1981,0.16825
CAM,Cambodia,1982,0.116583333
CAM,Cambodia,1983,0.50625
CAM,Cambodia,1984,0.177416667
CAM,Cambodia,1985,0.263666667
CAM,Cambodia,1986,0.050916667
CAM,Cambodia,1987,0.567083333
CAM,Cambodia,1988,0.336
CAM,Cambodia,1989,0.272916667
CAM,Cambodia,1990,0.6405
CAM,Cambodia,1991,0.5265
CAM,Cambodia,1992,0.420833333
CAM,Cambodia,1993,0.228333333
CAM,Cambodia,1994,0.44275
CAM,Cambodia,1995,0.456
CAM,Cambodia,1996,0.220416667
CAM,Cambodia,1997,0.526
CAM,Cambodia,1998,1.155583333
CAM,Cambodia,1999,0.227166667
CAM,Cambodia,2000,0.37425
CAM,Cambodia,2001,0.519
CAM,Cambodia,2002,0.763
CAM,Cambodia,2003,0.491083333
CAM,Cambodia,2004,0.511166667
CAM,Cambodia,2005,0.653166667
CAM,Cambodia,2006,0.711
CAM,Cambodia,2007,0.543333333
CAM,Cambodia,2008,0.268583333
CAM,Cambodia,2009,0.435083333
CAM,Cambodia,2010,1.081166667
CAM,Cambodia,2011,0.288083333
CAM,Cambodia,2012,0.918833333
CAM,Cambodia,2013,0.7055
CAM,Cambodia,2014,0.68175
CAM,Cambodia,2015,1.164333333
CAM,Cambodia,2016,1.32
CAM,Cambodia,2017,0.982916667
CAM,Cambodia,2018,0.837333333
CAM,Cambodia,2019,1.363833333
CMR,Cameroon,1961,-0.230833333
CMR,Cameroon,1962,-0.085166667
CMR,Cameroon,1963,0.119416667
CMR,Cameroon,1964,-0.185583333
CMR,Cameroon,1965,-0.11125
CMR,Cameroon,1966,0.036083333
CMR,Cameroon,1967,-0.072666667
CMR,Cameroon,1968,-0.133916667
CMR,Cameroon,1969,0.185916667
CMR,Cameroon,1970,0.119583333
CMR,Cameroon,1971,-0.160583333
CMR,Cameroon,1972,0.174833333
CMR,Cameroon,1973,0.533583333
CMR,Cameroon,1974,-0.151833333
CMR,Cameroon,1975,-0.154416667
CMR,Cameroon,1976,-0.102333333
CMR,Cameroon,1977,0.281666667
CMR,Cameroon,1978,0.096333333
CMR,Cameroon,1979,0.3345
CMR,Cameroon,1980,0.350916667
CMR,Cameroon,1981,0.1195
CMR,Cameroon,1982,-0.013333333
CMR,Cameroon,1983,0.086
CMR,Cameroon,1984,0.195333333
CMR,Cameroon,1985,0.051916667
CMR,Cameroon,1986,0.096
CMR,Cameroon,1987,0.599666667
CMR,Cameroon,1988,0.232416667
CMR,Cameroon,1989,-0.2515
CMR,Cameroon,1990,0.86825
CMR,Cameroon,1991,0.287833333
CMR,Cameroon,1992,-0.1595
CMR,Cameroon,1993,0.380833333
CMR,Cameroon,1994,0.277916667
CMR,Cameroon,1995,0.46125
CMR,Cameroon,1996,0.43325
CMR,Cameroon,1997,0.60625
CMR,Cameroon,1998,1.227333333
CMR,Cameroon,1999,0.684666667
CMR,Cameroon,2000,0.464416667
CMR,Cameroon,2001,0.379166667
CMR,Cameroon,2002,0.753583333
CMR,Cameroon,2003,0.930333333
CMR,Cameroon,2004,0.90075
CMR,Cameroon,2005,1.09775
CMR,Cameroon,2006,0.98225
CMR,Cameroon,2007,0.846083333
CMR,Cameroon,2008,0.719833333
CMR,Cameroon,2009,1.166
CMR,Cameroon,2010,1.207916667
CMR,Cameroon,2011,0.626083333
CMR,Cameroon,2012,0.58525
CMR,Cameroon,2013,0.857333333
CMR,Cameroon,2014,0.886583333
CMR,Cameroon,2015,1.109
CMR,Cameroon,2016,1.342333333
CMR,Cameroon,2017,1.204916667
CMR,Cameroon,2018,1.074666667
CMR,Cameroon,2019,1.601583333
CAN,Canada,1961,-0.144333333
CAN,Canada,1962,0.04175
CAN,Canada,1963,0.2555
CAN,Canada,1964,-0.544
CAN,Canada,1965,-0.58225
CAN,Canada,1966,-0.168333333
CAN,Canada,1967,-0.340916667
CAN,Canada,1968,0.2515
CAN,Canada,1969,0.394083333
CAN,Canada,1970,-0.1715
CAN,Canada,1971,-0.014166667
CAN,Canada,1972,-1.8735
CAN,Canada,1973,0.699083333
CAN,Canada,1974,-0.730333333
CAN,Canada,1975,-0.066416667
CAN,Canada,1976,0.073666667
CAN,Canada,1977,1.030833333
CAN,Canada,1978,-0.395916667
CAN,Canada,1979,-0.072166667
CAN,Canada,1980,0.505333333
CAN,Canada,1981,2.027083333
CAN,Canada,1982,-0.896416667
CAN,Canada,1983,0.270833333
CAN,Canada,1984,0.345083333
CAN,Canada,1985,0.061166667
CAN,Canada,1986,0.105833333
CAN,Canada,1987,1.507333333
CAN,Canada,1988,0.850416667
CAN,Canada,1989,-0.088916667
CAN,Canada,1990,-0.004
CAN,Canada,1991,0.56075
CAN,Canada,1992,0.04
CAN,Canada,1993,0.525833333
CAN,Canada,1994,0.541416667
CAN,Canada,1995,0.672
CAN,Canada,1996,0.028666667
CAN,Canada,1997,0.699333333
CAN,Canada,1998,2.34325
CAN,Canada,1999,1.78175
CAN,Canada,2000,0.938083333
CAN,Canada,2001,1.843666667
CAN,Canada,2002,0.615333333
CAN,Canada,2003,1.154
CAN,Canada,2004,0.122333333
CAN,Canada,2005,1.685083333
CAN,Canada,2006,2.468166667
CAN,Canada,2007,0.916083333
CAN,Canada,2008,0.685083333
CAN,Canada,2009,0.870916667
CAN,Canada,2010,3.081833333
CAN,Canada,2011,1.44525
CAN,Canada,2012,1.909166667
CAN,Canada,2013,0.854666667
CAN,Canada,2014,0.713916667
CAN,Canada,2015,1.262833333
CAN,Canada,2016,2.102583333
CAN,Canada,2017,1.565916667
CAN,Canada,2018,0.634833333
CAN,Canada,2019,1.228083333
CHI,Chile,1961,-0.312
CHI,Chile,1962,0.28725
CHI,Chile,1963,-0.03075
CHI,Chile,1964,-0.200166667
CHI,Chile,1965,0.032416667
CHI,Chile,1966,-0.115916667
CHI,Chile,1967,-0.041
CHI,Chile,1968,0.349
CHI,Chile,1969,0.255666667
CHI,Chile,1970,0.104916667
CHI,Chile,1971,-0.367583333
CHI,Chile,1972,0.0225
CHI,Chile,1973,-0.164583333
CHI,Chile,1974,-0.16175
CHI,Chile,1975,-0.148833333
CHI,Chile,1976,-0.245166667
CHI,Chile,1977,0.328916667
CHI,Chile,1978,0.300583333
CHI,Chile,1979,0.265416667
CHI,Chile,1980,0.301666667
CHI,Chile,1981,0.340666667
CHI,Chile,1982,0.4215
CHI,Chile,1983,0.592416667
CHI,Chile,1984,-0.2065
CHI,Chile,1985,0.32775
CHI,Chile,1986,0.078916667
CHI,Chile,1987,0.565166667
CHI,Chile,1988,0.0315
CHI,Chile,1989,0.359666667
CHI,Chile,1990,0.137416667
CHI,Chile,1991,-0.004333333
CHI,Chile,1992,-0.041333333
CHI,Chile,1993,0.14025
CHI,Chile,1994,0.257666667
CHI,Chile,1995,-0.055833333
CHI,Chile,1996,0.109666667
CHI,Chile,1997,0.691
CHI,Chile,1998,0.605833333
CHI,Chile,1999,0.163916667
CHI,Chile,2000,-0.259333333
CHI,Chile,2001,0.105083333
CHI,Chile,2002,-0.022666667
CHI,Chile,2003,0.207333333
CHI,Chile,2004,0.527666667
CHI,Chile,2005,0.083
CHI,Chile,2006,0.481083333
CHI,Chile,2007,-0.346416667
CHI,Chile,2008,0.495916667
CHI,Chile,2009,0.285583333
CHI,Chile,2010,-0.1225
CHI,Chile,2011,0.25775
CHI,Chile,2012,0.43575
CHI,Chile,2013,0.41825
CHI,Chile,2014,0.30425
CHI,Chile,2015,0.738416667
CHI,Chile,2016,0.859416667
CHI,Chile,2017,0.667083333
CHI,Chile,2018,0.339166667
CHI,Chile,2019,0.46925
CHN,China,1961,0.2795
CHN,China,1962,-0.059
CHN,China,1963,0.268583333
CHN,China,1964,-0.050416667
CHN,China,1965,-0.002
CHN,China,1966,0.16525
CHN,China,1967,-0.364333333
CHN,China,1968,-0.072916667
CHN,China,1969,-0.396083333
CHN,China,1970,-0.244333333
CHN,China,1971,0.055416667
CHN,China,1972,-0.016916667
CHN,China,1973,0.4095
CHN,China,1974,-0.179833333
CHN,China,1975,0.306166667
CHN,China,1976,-0.322583333
CHN,China,1977,0.08125
CHN,China,1978,0.279333333
CHN,China,1979,0.303
CHN,China,1980,0.152083333
CHN,China,1981,0.146
CHN,China,1982,0.377166667
CHN,China,1983,0.178583333
CHN,China,1984,-0.2825
CHN,China,1985,-0.061666667
CHN,China,1986,0.08225
CHN,China,1987,0.45125
CHN,China,1988,0.456666667
CHN,China,1989,0.42475
CHN,China,1990,0.837333333
CHN,China,1991,0.424083333
CHN,China,1992,0.1685
CHN,China,1993,0.201083333
CHN,China,1994,0.800916667
CHN,China,1995,0.519333333
CHN,China,1996,0.237083333
CHN,China,1997,0.695
CHN,China,1998,1.3825
CHN,China,1999,1.15775
CHN,China,2000,0.557
CHN,China,2001,0.93575
CHN,China,2002,1.15475
CHN,China,2003,0.902083333
CHN,China,2004,1.144
CHN,China,2005,0.88425
CHN,China,2006,1.372083333
CHN,China,2007,1.608333333
CHN,China,2008,1.047416667
CHN,China,2009,1.231916667
CHN,China,2010,0.982583333
CHN,China,2011,0.767583333
CHN,China,2012,0.5445
CHN,China,2013,1.209666667
CHN,China,2014,0.983833333
CHN,China,2015,1.42475
CHN,China,2016,1.441833333
CHN,China,2017,1.454166667
CHN,China,2018,1.269083333
CHN,China,2019,1.478416667
COL,Colombia,1961,0.051333333
COL,Colombia,1962,-0.091916667
COL,Colombia,1963,0.009416667
COL,Colombia,1964,-0.0365
COL,Colombia,1965,-0.13425
COL,Colombia,1966,0.093166667
COL,Colombia,1967,-0.237166667
COL,Colombia,1968,-0.1745
COL,Colombia,1969,0.350666667
COL,Colombia,1970,0.004916667
COL,Colombia,1971,-0.434583333
COL,Colombia,1972,0.07075
COL,Colombia,1973,0.257583333
COL,Colombia,1974,-0.303
COL,Colombia,1975,-0.347916667
COL,Colombia,1976,-0.122916667
COL,Colombia,1977,0.273083333
COL,Colombia,1978,0.107583333
COL,Colombia,1979,0.230583333
COL,Colombia,1980,0.465333333
COL,Colombia,1981,0.164583333
COL,Colombia,1982,0.231833333
COL,Colombia,1983,0.639333333
COL,Colombia,1984,-0.179583333
COL,Colombia,1985,-0.0295
COL,Colombia,1986,0.051583333
COL,Colombia,1987,0.621916667
COL,Colombia,1988,0.26575
COL,Colombia,1989,0.019583333
COL,Colombia,1990,0.308083333
COL,Colombia,1991,0.466416667
COL,Colombia,1992,0.577583333
COL,Colombia,1993,0.247666667
COL,Colombia,1994,0.2475
COL,Colombia,1995,0.520416667
COL,Colombia,1996,0.132833333
COL,Colombia,1997,0.666166667
COL,Colombia,1998,0.855333333
COL,Colombia,1999,-0.01425
COL,Colombia,2000,0.0335
COL,Colombia,2001,0.484
COL,Colombia,2002,0.736916667
COL,Colombia,2003,0.74025
COL,Colombia,2004,0.646416667
COL,Colombia,2005,0.735166667
COL,Colombia,2006,0.631166667
COL,Colombia,2007,0.635083333
COL,Colombia,2008,0.440833333
COL,Colombia,2009,0.99175
COL,Colombia,2010,0.930916667
COL,Colombia,2011,0.58475
COL,Colombia,2012,0.7235
COL,Colombia,2013,0.820833333
COL,Colombia,2014,0.838
COL,Colombia,2015,1.288083333
COL,Colombia,2016,0.984166667
COL,Colombia,2017,0.82075
COL,Colombia,2018,1.086083333
COL,Colombia,2019,1.386833333
COK,Cook Islands,1961,-0.017916667
COK,Cook Islands,1962,-0.175416667
COK,Cook Islands,1963,-0.150833333
COK,Cook Islands,1964,-0.02675
COK,Cook Islands,1965,-0.385
COK,Cook Islands,1966,-0.1025
COK,Cook Islands,1967,-0.385833333
COK,Cook Islands,1968,-0.271416667
COK,Cook Islands,1969,-0.008333333
COK,Cook Islands,1970,0.30675
COK,Cook Islands,1971,-0.011833333
COK,Cook Islands,1972,0.058
COK,Cook Islands,1973,0.458
COK,Cook Islands,1974,-0.161583333
COK,Cook Islands,1975,-0.141083333
COK,Cook Islands,1976,-0.184916667
COK,Cook Islands,1977,0.244916667
COK,Cook Islands,1978,0.183166667
COK,Cook Islands,1979,0.152583333
COK,Cook Islands,1980,0.405333333
COK,Cook Islands,1981,0.19725
COK,Cook Islands,1982,0.148916667
COK,Cook Islands,1983,0.370333333
COK,Cook Islands,1984,0.164
COK,Cook Islands,1985,0.236833333
COK,Cook Islands,1986,0.424083333
COK,Cook Islands,1987,0.252583333
COK,Cook Islands,1988,0.491916667
COK,Cook Islands,1989,0.3075
COK,Cook Islands,1990,0.433083333
COK,Cook Islands,1991,0.521666667
COK,Cook Islands,1992,0.543833333
COK,Cook Islands,1993,0.3765
COK,Cook Islands,1994,0.283916667
COK,Cook Islands,1995,0.617833333
COK,Cook Islands,1996,0.433583333
COK,Cook Islands,1999,0.853166667
COK,Cook Islands,2000,0.60975
COK,Cook Islands,2001,0.782333333
COK,Cook Islands,2002,0.431833333
COK,Cook Islands,2003,0.465916667
COK,Cook Islands,2004,0.571166667
COK,Cook Islands,2005,0.4365
COK,Cook Islands,2006,0.527333333
COK,Cook Islands,2007,0.599
COK,Cook Islands,2008,0.6315
COK,Cook Islands,2009,0.270083333
COK,Cook Islands,2010,0.93725
COK,Cook Islands,2011,0.832916667
COK,Cook Islands,2012,0.46675
COK,Cook Islands,2013,0.755
COK,Cook Islands,2017,0.858166667
COK,Cook Islands,2019,0.399
CRC,Costa Rica,1970,-0.482666667
CRC,Costa Rica,1971,-0.509583333
CRC,Costa Rica,1972,0.170333333
CRC,Costa Rica,1973,-0.035833333
CRC,Costa Rica,1974,-0.370916667
CRC,Costa Rica,1975,-0.254
CRC,Costa Rica,1976,0.121
CRC,Costa Rica,1977,0.34175
CRC,Costa Rica,1978,0.002833333
CRC,Costa Rica,1979,0.049166667
CRC,Costa Rica,1980,0.4225
CRC,Costa Rica,1981,0.128416667
CRC,Costa Rica,1983,0.811166667
CRC,Costa Rica,1984,-0.076
CRC,Costa Rica,1985,-0.187333333
CRC,Costa Rica,1986,0.188916667
CRC,Costa Rica,1987,0.534166667
CRC,Costa Rica,1988,-0.011583333
CRC,Costa Rica,1989,0.04025
CRC,Costa Rica,1990,0.473833333
CRC,Costa Rica,1991,0.508
CRC,Costa Rica,1996,-0.152416667
CRC,Costa Rica,1997,0.69475
CRC,Costa Rica,1998,0.8285
CRC,Costa Rica,1999,-0.407
CRC,Costa Rica,2000,0.009
CRC,Costa Rica,2001,0.650166667
CRC,Costa Rica,2002,0.664
CRC,Costa Rica,2003,0.805083333
CRC,Costa Rica,2005,0.538916667
CRC,Costa Rica,2006,0.613916667
CRC,Costa Rica,2007,0.622833333
CRC,Costa Rica,2008,0.239666667
CRC,Costa Rica,2009,0.948583333
CRC,Costa Rica,2010,0.789166667
CRC,Costa Rica,2011,0.523083333
CRC,Costa Rica,2012,0.416416667
CRC,Costa Rica,2013,0.709916667
CRC,Costa Rica,2014,0.673583333
CRC,Costa Rica,2016,0.967416667
CRC,Costa Rica,2017,0.812
CRO,Croatia,1992,1.018916667
CRO,Croatia,1993,0.547416667
CRO,Croatia,1994,1.674666667
CRO,Croatia,1995,0.4
CRO,Croatia,1996,-0.15825
CRO,Croatia,1997,0.502083333
CRO,Croatia,1998,0.816166667
CRO,Croatia,1999,0.937
CRO,Croatia,2000,1.817333333
CRO,Croatia,2001,1.081916667
CRO,Croatia,2002,1.6035
CRO,Croatia,2003,1.27925
CRO,Croatia,2004,0.713166667
CRO,Croatia,2005,0.14825
CRO,Croatia,2006,0.936083333
CRO,Croatia,2007,1.733166667
CRO,Croatia,2008,1.653083333
CRO,Croatia,2009,1.485833333
CRO,Croatia,2010,0.718
CRO,Croatia,2011,1.4915
CRO,Croatia,2012,1.668916667
CRO,Croatia,2013,1.450583333
CRO,Croatia,2014,2.059
CRO,Croatia,2015,1.949166667
CRO,Croatia,2016,1.6555
CRO,Croatia,2017,1.61625
CRO,Croatia,2018,2.27325
CRO,Croatia,2019,2.29775
CUB,Cuba,1961,0.113333333
CUB,Cuba,1962,-0.08575
CUB,Cuba,1963,-0.12125
CUB,Cuba,1964,0.231333333
CUB,Cuba,1965,-0.079833333
CUB,Cuba,1966,-0.401166667
CUB,Cuba,1967,-0.11975
CUB,Cuba,1968,-0.4245
CUB,Cuba,1969,-0.046666667
CUB,Cuba,1970,-0.271666667
CUB,Cuba,1971,0.1145
CUB,Cuba,1972,0.39275
CUB,Cuba,1973,0.1985
CUB,Cuba,1974,0.127583333
CUB,Cuba,1975,0.41075
CUB,Cuba,1976,-0.107333333
CUB,Cuba,1977,0.061583333
CUB,Cuba,1978,0.050833333
CUB,Cuba,1979,0.190916667
CUB,Cuba,1980,0.3515
CUB,Cuba,1981,-0.032166667
CUB,Cuba,1982,0.575
CUB,Cuba,1983,0.291916667
CUB,Cuba,1984,0.121083333
CUB,Cuba,1985,0.159
CUB,Cuba,1986,0.390333333
CUB,Cuba,1987,0.530583333
CUB,Cuba,1988,0.4935
CUB,Cuba,1989,0.56425
CUB,Cuba,1990,0.838083333
CUB,Cuba,1991,0.85
CUB,Cuba,1992,0.535916667
CUB,Cuba,1993,0.608166667
CUB,Cuba,1994,0.997583333
CUB,Cuba,1995,0.952
CUB,Cuba,1996,0.324333333
CUB,Cuba,1997,1.028166667
CUB,Cuba,1998,1.147416667
CUB,Cuba,1999,0.625416667
CUB,Cuba,2000,0.483
CUB,Cuba,2001,0.572166667
CUB,Cuba,2002,0.875416667
CUB,Cuba,2003,1.022666667
CUB,Cuba,2004,0.858833333
CUB,Cuba,2005,0.5055
CUB,Cuba,2006,0.901
CUB,Cuba,2007,0.756166667
CUB,Cuba,2008,0.393166667
CUB,Cuba,2009,0.73725
CUB,Cuba,2010,0.211833333
CUB,Cuba,2011,0.6885
CUB,Cuba,2012,0.518333333
CUB,Cuba,2013,0.822083333
CUB,Cuba,2014,0.786583333
CUB,Cuba,2015,1.379166667
CUB,Cuba,2016,1.188833333
CUB,Cuba,2017,1.228333333
CUB,Cuba,2018,1.22
CUB,Cuba,2019,1.58775
CYP,Cyprus,1961,-0.092666667
CYP,Cyprus,1962,0.853833333
CYP,Cyprus,1963,0.577916667
CYP,Cyprus,1964,-0.560083333
CYP,Cyprus,1965,-0.158583333
CYP,Cyprus,1966,0.685583333
CYP,Cyprus,1967,-0.777416667
CYP,Cyprus,1968,0.028166667
CYP,Cyprus,1969,0.174083333
CYP,Cyprus,1970,0.253
CYP,Cyprus,1971,-0.244583333
CYP,Cyprus,1972,-0.571666667
CYP,Cyprus,1973,-0.247083333
CYP,Cyprus,1974,-0.275583333
CYP,Cyprus,1975,-0.3035
CYP,Cyprus,1976,-0.56125
CYP,Cyprus,1977,-0.033583333
CYP,Cyprus,1978,0.1025
CYP,Cyprus,1979,0.484083333
CYP,Cyprus,1980,-0.2505
CYP,Cyprus,1981,0.160833333
CYP,Cyprus,1982,-0.586
CYP,Cyprus,1983,-0.671416667
CYP,Cyprus,1984,-0.217
CYP,Cyprus,1985,0.037583333
CYP,Cyprus,1986,0.157083333
CYP,Cyprus,1987,-0.259833333
CYP,Cyprus,1988,-0.03375
CYP,Cyprus,1989,0.093916667
CYP,Cyprus,1990,0.164583333
CYP,Cyprus,1991,0.11025
CYP,Cyprus,1992,-1.022583333
CYP,Cyprus,1993,-0.108333333
CYP,Cyprus,1994,0.7735
CYP,Cyprus,1995,0.133083333
CYP,Cyprus,1996,0.46925
CYP,Cyprus,1997,-0.111916667
CYP,Cyprus,1998,0.973083333
CYP,Cyprus,1999,1.127
CYP,Cyprus,2000,0.523083333
CYP,Cyprus,2001,1.094666667
CYP,Cyprus,2002,0.724333333
CYP,Cyprus,2003,0.687333333
CYP,Cyprus,2004,0.524416667
CYP,Cyprus,2005,0.5085
CYP,Cyprus,2006,0.4835
CYP,Cyprus,2007,0.913166667
CYP,Cyprus,2008,1.077
CYP,Cyprus,2009,1.112416667
CYP,Cyprus,2010,2.071166667
CYP,Cyprus,2011,0.482333333
CYP,Cyprus,2012,1.0365
CYP,Cyprus,2013,1.037583333
CYP,Cyprus,2014,1.34875
CYP,Cyprus,2015,1.0215
CYP,Cyprus,2016,1.4195
CYP,Cyprus,2017,1.16075
CYP,Cyprus,2018,2.134833333
CYP,Cyprus,2019,1.542083333
TCH,Czechoslovakia,1961,0.76825
TCH,Czechoslovakia,1962,-0.733166667
TCH,Czechoslovakia,1963,-0.73325
TCH,Czechoslovakia,1964,-0.357416667
TCH,Czechoslovakia,1965,-0.876916667
TCH,Czechoslovakia,1966,0.647666667
TCH,Czechoslovakia,1967,0.684416667
TCH,Czechoslovakia,1968,0.202833333
TCH,Czechoslovakia,1969,-0.350166667
TCH,Czechoslovakia,1970,-0.360583333
TCH,Czechoslovakia,1971,0.193583333
TCH,Czechoslovakia,1972,0.159333333
TCH,Czechoslovakia,1973,0.013583333
TCH,Czechoslovakia,1974,0.692583333
TCH,Czechoslovakia,1975,0.843416667
TCH,Czechoslovakia,1976,-0.065416667
TCH,Czechoslovakia,1977,0.498666667
TCH,Czechoslovakia,1978,-0.51225
TCH,Czechoslovakia,1979,0.102583333
TCH,Czechoslovakia,1980,-0.894583333
TCH,Czechoslovakia,1981,0.192416667
TCH,Czechoslovakia,1982,0.613916667
TCH,Czechoslovakia,1983,0.959083333
TCH,Czechoslovakia,1984,-0.09825
TCH,Czechoslovakia,1985,-0.724416667
TCH,Czechoslovakia,1986,-0.029
TCH,Czechoslovakia,1987,-0.527416667
TCH,Czechoslovakia,1988,0.578583333
TCH,Czechoslovakia,1989,1.175833333
TCH,Czechoslovakia,1990,1.13075
TCH,Czechoslovakia,1991,-0.007666667
TCH,Czechoslovakia,1992,1.182333333
DEN,Denmark,1961,0.877083333
DEN,Denmark,1962,-0.728166667
DEN,Denmark,1963,-0.995083333
DEN,Denmark,1964,-0.097666667
DEN,Denmark,1965,-0.686833333
DEN,Denmark,1966,-0.401916667
DEN,Denmark,1967,0.75425
DEN,Denmark,1968,0.146083333
DEN,Denmark,1969,-0.34725
DEN,Denmark,1970,-0.78975
DEN,Denmark,1971,0.485583333
DEN,Denmark,1972,0.198666667
DEN,Denmark,1973,0.4515
DEN,Denmark,1974,0.884583333
DEN,Denmark,1975,1.259583333
DEN,Denmark,1976,-0.042166667
DEN,Denmark,1977,0.252416667
DEN,Denmark,1978,-0.191333333
DEN,Denmark,1979,-0.907416667
DEN,Denmark,1980,-0.447666667
DEN,Denmark,1981,-0.214
DEN,Denmark,1982,0.557833333
DEN,Denmark,1983,0.948083333
DEN,Denmark,1984,0.460333333
DEN,Denmark,1985,-1.003416667
DEN,Denmark,1986,-0.42925
DEN,Denmark,1987,-0.953166667
DEN,Denmark,1988,0.977416667
DEN,Denmark,1989,1.723166667
DEN,Denmark,1990,1.844833333
DEN,Denmark,1991,0.673166667
DEN,Denmark,1992,1.418416667
DEN,Denmark,1993,0.187333333
DEN,Denmark,1994,1.118083333
DEN,Denmark,1995,0.771
DEN,Denmark,1996,-0.626916667
DEN,Denmark,1997,0.92175
DEN,Denmark,1998,0.771666667
DEN,Denmark,1999,1.43475
DEN,Denmark,2000,1.84525
DEN,Denmark,2001,0.772916667
DEN,Denmark,2002,1.547083333
DEN,Denmark,2003,1.068833333
DEN,Denmark,2004,1.044083333
DEN,Denmark,2005,1.162583333
DEN,Denmark,2006,1.72675
DEN,Denmark,2007,1.882
DEN,Denmark,2008,1.7745
DEN,Denmark,2009,1.170666667
DEN,Denmark,2010,-0.60975
DEN,Denmark,2011,1.440166667
DEN,Denmark,2012,0.761416667
DEN,Denmark,2013,0.8425
DEN,Denmark,2014,2.522333333
DEN,Denmark,2015,1.80275
DEN,Denmark,2016,1.664583333
DEN,Denmark,2017,1.553083333
DEN,Denmark,2018,2.113916667
DEN,Denmark,2019,2.209333333
DJI,Djibouti,1961,0.0695
DJI,Djibouti,1962,-0.239583333
DJI,Djibouti,1963,0.084166667
DJI,Djibouti,1964,-0.399833333
DJI,Djibouti,1965,-0.357333333
