Country,Area,Months,Year,temperature,MonthCode
SCG,Serbia and Montenegro,June,1972,0,6
SCG,Serbia and Montenegro,July,1972,0,7
SCG,Serbia and Montenegro,August,1972,0,8
SCG,Serbia and Montenegro,September,1972,0,9
SCG,Serbia and Montenegro,October,1972,0,10
SCG,Serbia and Montenegro,November,1972,0,11
SCG,Serbia and Montenegro,December,1972,0,12
SIN,Singapore,January,1972,-0.172,1
SIN,Singapore,February,1972,0.113,2
SIN,Singapore,March,1972,0.006,3
SIN,Singapore,April,1972,-0.368,4
SIN,Singapore,May,1972,0.046,5
SIN,Singapore,June,1972,0.252,6
SIN,Singapore,July,1972,0.982,7
SIN,Singapore,August,1972,0.297,8
SIN,Singapore,September,1972,0.116,9
SIN,Singapore,October,1972,0.608,10
SIN,Singapore,November,1972,0.521,11
SIN,Singapore,December,1972,0.313,12
SVK,Slovakia,January,1972,0,1
SVK,Slovakia,February,1972,0,2
SVK,Slovakia,March,1972,0,3
SVK,Slovakia,April,1972,0,4
SVK,Slovakia,May,1972,0,5
SVK,Slovakia,June,1972,0,6
SVK,Slovakia,July,1972,0,7
SVK,Slovakia,August,1972,0,8
SVK,Slovakia,September,1972,0,9
SVK,Slovakia,October,1972,0,10
SVK,Slovakia,November,1972,0,11
SVK,Slovakia,December,1972,0,12
SLO,Slovenia,January,1972,0,1
SLO,Slovenia,February,1972,0,2
SLO,Slovenia,March,1972,0,3
SLO,Slovenia,April,1972,0,4
SLO,Slovenia,May,1972,0,5
SLO,Slovenia,June,1972,0,6
SLO,Slovenia,July,1972,0,7
SLO,Slovenia,August,1972,0,8
SLO,Slovenia,September,1972,0,9
SLO,Slovenia,October,1972,0,10
SLO,Slovenia,November,1972,0,11
SLO,Slovenia,December,1972,0,12
RSA,South Africa,January,1972,-0.067,1
RSA,South Africa,February,1972,-0.693,2
RSA,South Africa,March,1972,-0.326,3
RSA,South Africa,April,1972,0.586,4
RSA,South Africa,May,1972,-0.264,5
RSA,South Africa,June,1972,-0.134,6
RSA,South Africa,July,1972,0.246,7
RSA,South Africa,August,1972,-0.414,8
RSA,South Africa,September,1972,0.315,9
RSA,South Africa,October,1972,1.248,10
RSA,South Africa,November,1972,0.98,11
RSA,South Africa,December,1972,1.051,12
ESP,Spain,January,1972,-1.233,1
ESP,Spain,February,1972,-0.178,2
ESP,Spain,March,1972,-0.619,3
ESP,Spain,April,1972,-0.409,4
ESP,Spain,May,1972,-1.588,5
ESP,Spain,June,1972,-1.369,6
ESP,Spain,July,1972,-0.723,7
ESP,Spain,August,1972,-1.302,8
ESP,Spain,September,1972,-2.462,9
ESP,Spain,October,1972,-1.059,10
ESP,Spain,November,1972,0.801,11
ESP,Spain,December,1972,-0.156,12
SRI,Sri Lanka,January,1972,-0.371,1
SRI,Sri Lanka,February,1972,-0.674,2
SRI,Sri Lanka,March,1972,-0.374,3
SRI,Sri Lanka,April,1972,0.025,4
SRI,Sri Lanka,May,1972,-0.746,5
SRI,Sri Lanka,June,1972,0.389,6
SRI,Sri Lanka,July,1972,0.492,7
SRI,Sri Lanka,August,1972,0.131,8
SRI,Sri Lanka,September,1972,0.239,9
SRI,Sri Lanka,October,1972,0.041,10
SRI,Sri Lanka,November,1972,0.322,11
SRI,Sri Lanka,December,1972,0.712,12
SUD,Sudan,January,1972,0,1
SUD,Sudan,February,1972,0,2
SUD,Sudan,March,1972,0,3
SUD,Sudan,April,1972,0,4
SUD,Sudan,May,1972,0,5
SUD,Sudan,June,1972,0,6
SUD,Sudan,July,1972,0,7
SUD,Sudan,August,1972,0,8
SUD,Sudan,September,1972,0,9
SUD,Sudan,October,1972,0,10
SUD,Sudan,November,1972,0,11
SUD,Sudan,December,1972,0,12
SUR,Suriname,January,1972,-0.665,1
SUR,Suriname,February,1972,-0.543,2
SUR,Suriname,March,1972,-0.244,3
SUR,Suriname,April,1972,-0.422,4
SUR,Suriname,May,1972,-0.182,5
SUR,Suriname,June,1972,0.184,6
SUR,Suriname,July,1972,0.241,7
SUR,Suriname,August,1972,0.128,8
SUR,Suriname,September,1972,0.287,9
SUR,Suriname,October,1972,0.914,10
SUR,Suriname,November,1972,0.322,11
SUR,Suriname,December,1972,0.349,12
SWE,Sweden,January,1972,-0.778,1
SWE,Sweden,February,1972,2.013,2
SWE,Sweden,March,1972,1.479,3
SWE,Sweden,April,1972,0.312,4
SWE,Sweden,May,1972,0.049,5
SWE,Sweden,June,1972,1.099,6
SWE,Sweden,July,1972,2.411,7
SWE,Sweden,August,1972,0.071,8
SWE,Sweden,September,1972,-0.813,9
SWE,Sweden,October,1972,0.117,10
SWE,Sweden,November,1972,0.509,11
SWE,Sweden,December,1972,5.071,12
SUI,Switzerland,January,1972,0.371,1
SUI,Switzerland,February,1972,2.194,2
SUI,Switzerland,March,1972,1.936,3
SUI,Switzerland,April,1972,-0.249,4
SUI,Switzerland,May,1972,-0.72,5
SUI,Switzerland,June,1972,-0.929,6
SUI,Switzerland,July,1972,-0.236,7
SUI,Switzerland,August,1972,-0.515,8
SUI,Switzerland,September,1972,-3.057,9
SUI,Switzerland,October,1972,-1.322,10
SUI,Switzerland,November,1972,0.45,11
SUI,Switzerland,December,1972,-0.018,12
SYR,Syria,January,1972,-2.802,1
SYR,Syria,February,1972,-3.241,2
SYR,Syria,March,1972,-0.43,3
SYR,Syria,April,1972,1.119,4
SYR,Syria,May,1972,-1.458,5
SYR,Syria,June,1972,-0.87,6
SYR,Syria,July,1972,-1.219,7
SYR,Syria,August,1972,-0.764,8
SYR,Syria,September,1972,0.328,9
SYR,Syria,October,1972,1.25,10
SYR,Syria,November,1972,-0.961,11
SYR,Syria,December,1972,-2.181,12
TJK,Tajikistan,January,1972,0,1
TJK,Tajikistan,February,1972,0,2
TJK,Tajikistan,March,1972,0,3
TJK,Tajikistan,April,1972,0,4
TJK,Tajikistan,May,1972,0,5
TJK,Tajikistan,June,1972,0,6
TJK,Tajikistan,July,1972,0,7
TJK,Tajikistan,August,1972,0,8
TJK,Tajikistan,September,1972,0,9
TJK,Tajikistan,October,1972,0,10
TJK,Tajikistan,November,1972,0,11
TJK,Tajikistan,December,1972,0,12
THA,Thailand,January,1972,-0.98,1
THA,Thailand,February,1972,0.229,2
THA,Thailand,March,1972,-0.954,3
THA,Thailand,April,1972,-1.061,4
THA,Thailand,May,1972,0.973,5
THA,Thailand,June,1972,0.119,6
THA,Thailand,July,1972,0.277,7
THA,Thailand,August,1972,0.076,8
THA,Thailand,September,1972,0.319,9
THA,Thailand,October,1972,0.726,10
THA,Thailand,November,1972,1.052,11
THA,Thailand,December,1972,0.951,12
TOG,Togo,January,1972,0.037,1
TOG,Togo,February,1972,0.171,2
TOG,Togo,March,1972,-0.134,3
TOG,Togo,April,1972,-0.602,4
TOG,Togo,May,1972,0.021,5
TOG,Togo,June,1972,0.032,6
TOG,Togo,July,1972,0.583,7
TOG,Togo,August,1972,0.349,8
TOG,Togo,September,1972,0.569,9
TOG,Togo,October,1972,0.347,10
TOG,Togo,November,1972,-0.038,11
TOG,Togo,December,1972,0.491,12
TGA,Tonga,January,1972,-0.206,1
TGA,Tonga,February,1972,-0.053,2
TGA,Tonga,March,1972,0.231,3
TGA,Tonga,April,1972,0.413,4
TGA,Tonga,May,1972,0.224,5
TGA,Tonga,June,1972,-0.258,6
TGA,Tonga,July,1972,-0.45,7
TGA,Tonga,August,1972,-0.001,8
TGA,Tonga,September,1972,-0.121,9
TGA,Tonga,October,1972,-0.348,10
TGA,Tonga,November,1972,0.029,11
TGA,Tonga,December,1972,0.543,12
TRI,Trinidad and Tobago,January,1972,-0.251,1
TRI,Trinidad and Tobago,February,1972,-0.501,2
TRI,Trinidad and Tobago,March,1972,-0.353,3
TRI,Trinidad and Tobago,April,1972,-0.795,4
TRI,Trinidad and Tobago,May,1972,-0.462,5
TRI,Trinidad and Tobago,June,1972,0.069,6
TRI,Trinidad and Tobago,July,1972,0.075,7
TRI,Trinidad and Tobago,August,1972,0.201,8
TRI,Trinidad and Tobago,September,1972,0.391,9
TRI,Trinidad and Tobago,October,1972,0.556,10
TRI,Trinidad and Tobago,November,1972,0.048,11
TRI,Trinidad and Tobago,December,1972,0.086,12
TUN,Tunisia,January,1972,-0.285,1
TUN,Tunisia,February,1972,0.728,2
TUN,Tunisia,March,1972,0.724,3
TUN,Tunisia,April,1972,-0.976,4
TUN,Tunisia,May,1972,-1.582,5
TUN,Tunisia,June,1972,0.436,6
TUN,Tunisia,July,1972,-0.142,7
TUN,Tunisia,August,1972,-1.197,8
TUN,Tunisia,September,1972,-0.003,9
TUN,Tunisia,October,1972,-0.901,10
TUN,Tunisia,November,1972,0.598,11
TUN,Tunisia,December,1972,-0.777,12
TUR,Turkey,January,1972,-4.138,1
TUR,Turkey,February,1972,-3.494,2
TUR,Turkey,March,1972,-0.488,3
TUR,Turkey,April,1972,1.944,4
TUR,Turkey,May,1972,-0.56,5
TUR,Turkey,June,1972,-0.09,6
TUR,Turkey,July,1972,0.153,7
TUR,Turkey,August,1972,-0.141,8
TUR,Turkey,September,1972,0.502,9
TUR,Turkey,October,1972,0.555,10
TUR,Turkey,November,1972,-1.077,11
TUR,Turkey,December,1972,-1.886,12
UGA,Uganda,January,1972,0.189,1
UGA,Uganda,February,1972,-0.708,2
UGA,Uganda,March,1972,0.02,3
UGA,Uganda,April,1972,0.463,4
UGA,Uganda,May,1972,0.285,5
UGA,Uganda,June,1972,0.089,6
UGA,Uganda,July,1972,0.766,7
UGA,Uganda,August,1972,0.364,8
UGA,Uganda,September,1972,0.426,9
UGA,Uganda,October,1972,0.164,10
UGA,Uganda,November,1972,-0.033,11
UGA,Uganda,December,1972,0.387,12
UKR,Ukraine,January,1972,0,1
UKR,Ukraine,February,1972,0,2
UKR,Ukraine,March,1972,0,3
UKR,Ukraine,April,1972,0,4
UKR,Ukraine,May,1972,0,5
UKR,Ukraine,June,1972,0,6
UKR,Ukraine,July,1972,0,7
UKR,Ukraine,August,1972,0,8
UKR,Ukraine,September,1972,0,9
UKR,Ukraine,October,1972,0,10
UKR,Ukraine,November,1972,0,11
UKR,Ukraine,December,1972,0,12
UAE,United Arab Emirates,January,1972,-0.616,1
UAE,United Arab Emirates,February,1972,-2.597,2
UAE,United Arab Emirates,March,1972,-1.658,3
UAE,United Arab Emirates,April,1972,-0.921,4
UAE,United Arab Emirates,May,1972,-0.964,5
UAE,United Arab Emirates,June,1972,1.41,6
UAE,United Arab Emirates,July,1972,0.397,7
UAE,United Arab Emirates,August,1972,-0.073,8
UAE,United Arab Emirates,September,1972,-0.306,9
UAE,United Arab Emirates,October,1972,-0.021,10
UAE,United Arab Emirates,November,1972,0.372,11
UAE,United Arab Emirates,December,1972,-1.576,12
GBR,Great Britain,January,1972,0.231,1
GBR,Great Britain,February,1972,0.672,2
GBR,Great Britain,March,1972,0.698,3
GBR,Great Britain,April,1972,0.445,4
GBR,Great Britain,May,1972,-0.36,5
GBR,Great Britain,June,1972,-2.012,6
GBR,Great Britain,July,1972,-0.071,7
GBR,Great Britain,August,1972,-0.604,8
GBR,Great Britain,September,1972,-1.484,9
GBR,Great Britain,October,1972,0.138,10
GBR,Great Britain,November,1972,-0.391,11
GBR,Great Britain,December,1972,0.938,12
TAN,Tanzania,January,1972,-0.203,1
TAN,Tanzania,February,1972,-0.476,2
TAN,Tanzania,March,1972,-0.198,3
TAN,Tanzania,April,1972,0.139,4
TAN,Tanzania,May,1972,0.424,5
TAN,Tanzania,June,1972,-0.004,6
TAN,Tanzania,July,1972,0.332,7
TAN,Tanzania,August,1972,0.186,8
TAN,Tanzania,September,1972,0.334,9
TAN,Tanzania,October,1972,0.333,10
TAN,Tanzania,November,1972,-0.252,11
TAN,Tanzania,December,1972,0.153,12
USA,United States,January,1972,-0.216,1
USA,United States,February,1972,-0.613,2
USA,United States,March,1972,0.395,3
USA,United States,April,1972,-0.788,4
USA,United States,May,1972,0.051,5
USA,United States,June,1972,-0.27,6
USA,United States,July,1972,-0.376,7
USA,United States,August,1972,0.071,8
USA,United States,September,1972,-0.31,9
USA,United States,October,1972,-0.602,10
USA,United States,November,1972,-1.023,11
USA,United States,December,1972,-0.951,12
URU,Uruguay,January,1972,0.148,1
URU,Uruguay,February,1972,-0.085,2
URU,Uruguay,March,1972,-0.795,3
URU,Uruguay,April,1972,0.188,4
URU,Uruguay,May,1972,2.046,5
URU,Uruguay,June,1972,2.502,6
URU,Uruguay,July,1972,-0.827,7
URU,Uruguay,August,1972,-0.292,8
URU,Uruguay,September,1972,1.009,9
URU,Uruguay,October,1972,-0.835,10
URU,Uruguay,November,1972,-0.831,11
URU,Uruguay,December,1972,-0.084,12
UZB,Uzbekistan,January,1972,0,1
UZB,Uzbekistan,February,1972,0,2
UZB,Uzbekistan,March,1972,0,3
UZB,Uzbekistan,April,1972,0,4
UZB,Uzbekistan,May,1972,0,5
UZB,Uzbekistan,June,1972,0,6
UZB,Uzbekistan,July,1972,0,7
UZB,Uzbekistan,August,1972,0,8
UZB,Uzbekistan,September,1972,0,9
UZB,Uzbekistan,October,1972,0,10
UZB,Uzbekistan,November,1972,0,11
UZB,Uzbekistan,December,1972,0,12
VEN,Venezuela,January,1972,-0.485,1
VEN,Venezuela,February,1972,-0.292,2
VEN,Venezuela,March,1972,-0.28,3
VEN,Venezuela,April,1972,-0.489,4
VEN,Venezuela,May,1972,-0.183,5
VEN,Venezuela,June,1972,0.502,6
VEN,Venezuela,July,1972,0.382,7
VEN,Venezuela,August,1972,0.222,8
VEN,Venezuela,September,1972,0.312,9
VEN,Venezuela,October,1972,0.318,10
VEN,Venezuela,November,1972,0.307,11
VEN,Venezuela,December,1972,0.551,12
VIE,Vietnam,January,1972,-0.615,1
VIE,Vietnam,February,1972,0.034,2
VIE,Vietnam,March,1972,-0.661,3
VIE,Vietnam,April,1972,-0.915,4
VIE,Vietnam,May,1972,0.594,5
VIE,Vietnam,June,1972,0.151,6
VIE,Vietnam,July,1972,0.104,7
VIE,Vietnam,August,1972,-0.051,8
VIE,Vietnam,September,1972,0.138,9
VIE,Vietnam,October,1972,0.885,10
VIE,Vietnam,November,1972,0.851,11
VIE,Vietnam,December,1972,0.493,12
ZAM,Zambia,January,1972,-0.598,1
ZAM,Zambia,February,1972,-0.514,2
ZAM,Zambia,March,1972,-0.352,3
ZAM,Zambia,April,1972,-0.156,4
ZAM,Zambia,May,1972,0.374,5
ZAM,Zambia,June,1972,-0.418,6
ZAM,Zambia,July,1972,-0.082,7
ZAM,Zambia,August,1972,-0.125,8
ZAM,Zambia,September,1972,0.447,9
ZAM,Zambia,October,1972,0.005,10
ZAM,Zambia,November,1972,-0.028,11
ZAM,Zambia,December,1972,1.332,12
ZIM,Zimbabwe,January,1972,-0.67,1
ZIM,Zimbabwe,February,1972,-0.847,2
ZIM,Zimbabwe,March,1972,-0.413,3
ZIM,Zimbabwe,April,1972,-0.306,4
ZIM,Zimbabwe,May,1972,-0.247,5
ZIM,Zimbabwe,June,1972,-0.974,6
ZIM,Zimbabwe,July,1972,-0.536,7
ZIM,Zimbabwe,August,1972,-0.589,8
ZIM,Zimbabwe,September,1972,0.469,9
ZIM,Zimbabwe,October,1972,-0.311,10
ZIM,Zimbabwe,November,1972,-0.534,11
ZIM,Zimbabwe,December,1972,2.4,12
FSM,Micronesia,January,1972,-0.359,1
FSM,Micronesia,February,1972,-0.142,2
FSM,Micronesia,March,1972,-0.297,3
FSM,Micronesia,April,1972,-0.25,4
FSM,Micronesia,May,1972,-0.035,5
FSM,Micronesia,June,1972,-0.073,6
FSM,Micronesia,July,1972,-0.122,7
FSM,Micronesia,August,1972,-0.26,8
FSM,Micronesia,September,1972,-0.392,9
FSM,Micronesia,October,1972,-0.166,10
FSM,Micronesia,November,1972,0.054,11
FSM,Micronesia,December,1972,-0.018,12
AFG,Afghanistan,January,1973,-2.951,1
AFG,Afghanistan,February,1973,1.838,2
AFG,Afghanistan,March,1973,-0.473,3
AFG,Afghanistan,April,1973,1.106,4
AFG,Afghanistan,May,1973,0.724,5
AFG,Afghanistan,June,1973,2.057,6
AFG,Afghanistan,July,1973,0.442,7
AFG,Afghanistan,August,1973,0.741,8
AFG,Afghanistan,September,1973,0.005,9
AFG,Afghanistan,October,1973,0.275,10
AFG,Afghanistan,November,1973,0.912,11
AFG,Afghanistan,December,1973,-0.723,12
ALB,Albania,January,1973,0.244,1
ALB,Albania,February,1973,-0.105,2
ALB,Albania,March,1973,-2.014,3
ALB,Albania,April,1973,-1.512,4
ALB,Albania,May,1973,1.039,5
ALB,Albania,June,1973,0.018,6
ALB,Albania,July,1973,0.392,7
ALB,Albania,August,1973,-0.317,8
ALB,Albania,September,1973,1.174,9
ALB,Albania,October,1973,0.448,10
ALB,Albania,November,1973,-1.842,11
ALB,Albania,December,1973,-0.444,12
ALG,Algeria,January,1973,-1.244,1
ALG,Algeria,February,1973,-1.769,2
ALG,Algeria,March,1973,-1.449,3
ALG,Algeria,April,1973,0.106,4
ALG,Algeria,May,1973,2.456,5
ALG,Algeria,June,1973,1.13,6
ALG,Algeria,July,1973,0.879,7
ALG,Algeria,August,1973,-0.028,8
ALG,Algeria,September,1973,0.521,9
ALG,Algeria,October,1973,0.474,10
ALG,Algeria,November,1973,-0.102,11
ALG,Algeria,December,1973,-1.06,12
ARG,Argentina,January,1973,-0.087,1
ARG,Argentina,February,1973,0.182,2
ARG,Argentina,March,1973,0.827,3
ARG,Argentina,April,1973,-0.05,4
ARG,Argentina,May,1973,-0.665,5
ARG,Argentina,June,1973,0.898,6
ARG,Argentina,July,1973,-1.724,7
ARG,Argentina,August,1973,-0.4,8
ARG,Argentina,September,1973,-0.608,9
ARG,Argentina,October,1973,0.258,10
ARG,Argentina,November,1973,-0.831,11
ARG,Argentina,December,1973,-0.385,12
ARM,Armenia,January,1973,0,1
ARM,Armenia,February,1973,0,2
ARM,Armenia,March,1973,0,3
ARM,Armenia,April,1973,0,4
ARM,Armenia,May,1973,0,5
ARM,Armenia,June,1973,0,6
ARM,Armenia,July,1973,0,7
ARM,Armenia,August,1973,0,8
ARM,Armenia,September,1973,0,9
ARM,Armenia,October,1973,0,10
ARM,Armenia,November,1973,0,11
ARM,Armenia,December,1973,0,12
AUS,Australia,January,1973,1.141,1
AUS,Australia,February,1973,0.224,2
AUS,Australia,March,1973,0.389,3
AUS,Australia,April,1973,0.949,4
AUS,Australia,May,1973,1.55,5
AUS,Australia,June,1973,0.713,6
AUS,Australia,July,1973,1.842,7
AUS,Australia,August,1973,0.964,8
AUS,Australia,September,1973,0.376,9
AUS,Australia,October,1973,0.449,10
AUS,Australia,November,1973,-0.115,11
AUS,Australia,December,1973,-0.033,12
AUT,Austria,January,1973,0.737,1
AUT,Austria,February,1973,0.155,2
AUT,Austria,March,1973,-0.278,3
AUT,Austria,April,1973,-2.046,4
AUT,Austria,May,1973,1.136,5
AUT,Austria,June,1973,0.322,6
AUT,Austria,July,1973,-0.035,7
AUT,Austria,August,1973,1.285,8
AUT,Austria,September,1973,0.98,9
AUT,Austria,October,1973,-1.333,10
AUT,Austria,November,1973,-1.094,11
AUT,Austria,December,1973,-0.439,12
AZE,Azerbaijan,January,1973,0,1
AZE,Azerbaijan,February,1973,0,2
AZE,Azerbaijan,March,1973,0,3
AZE,Azerbaijan,April,1973,0,4
AZE,Azerbaijan,May,1973,0,5
AZE,Azerbaijan,June,1973,0,6
AZE,Azerbaijan,July,1973,0,7
AZE,Azerbaijan,August,1973,0,8
AZE,Azerbaijan,September,1973,0,9
AZE,Azerbaijan,October,1973,0,10
AZE,Azerbaijan,November,1973,0,11
AZE,Azerbaijan,December,1973,0,12
BAH,Bahamas,January,1973,1.261,1
BAH,Bahamas,February,1973,-0.779,2
BAH,Bahamas,March,1973,0.801,3
BAH,Bahamas,April,1973,0.369,4
BAH,Bahamas,May,1973,0.59,5
BAH,Bahamas,June,1973,0.103,6
BAH,Bahamas,July,1973,0.082,7
BAH,Bahamas,August,1973,-0.336,8
BAH,Bahamas,September,1973,0.004,9
BAH,Bahamas,October,1973,-0.083,10
BAH,Bahamas,November,1973,0.337,11
BAH,Bahamas,December,1973,-0.912,12
BRN,Bahrain,January,1973,-1.941,1
BRN,Bahrain,February,1973,1.439,2
BRN,Bahrain,March,1973,0.444,3
BRN,Bahrain,April,1973,0.588,4
BRN,Bahrain,May,1973,0.852,5
BRN,Bahrain,June,1973,-0.374,6
BRN,Bahrain,July,1973,-0.046,7
BRN,Bahrain,August,1973,0.227,8
BRN,Bahrain,September,1973,0.46,9
BRN,Bahrain,October,1973,0.334,10
BRN,Bahrain,November,1973,-1.47,11
BRN,Bahrain,December,1973,-0.458,12
BAR,Barbados,January,1973,0.46,1
BAR,Barbados,February,1973,-0.094,2
BAR,Barbados,March,1973,-0.185,3
BAR,Barbados,April,1973,-0.089,4
BAR,Barbados,May,1973,-0.107,5
BAR,Barbados,June,1973,-0.094,6
BAR,Barbados,July,1973,0.585,7
BAR,Barbados,August,1973,0.037,8
BAR,Barbados,September,1973,0.019,9
BAR,Barbados,October,1973,-0.595,10
BAR,Barbados,November,1973,-0.585,11
BAR,Barbados,December,1973,-1.087,12
BLR,Belarus,January,1973,0,1
BLR,Belarus,February,1973,0,2
BLR,Belarus,March,1973,0,3
BLR,Belarus,April,1973,0,4
BLR,Belarus,May,1973,0,5
BLR,Belarus,June,1973,0,6
BLR,Belarus,July,1973,0,7
BLR,Belarus,August,1973,0,8
BLR,Belarus,September,1973,0,9
BLR,Belarus,October,1973,0,10
BLR,Belarus,November,1973,0,11
BLR,Belarus,December,1973,0,12
BEL,Belgium,January,1973,0,1
BEL,Belgium,February,1973,0,2
BEL,Belgium,March,1973,0,3
BEL,Belgium,April,1973,0,4
BEL,Belgium,May,1973,0,5
BEL,Belgium,June,1973,0,6
BEL,Belgium,July,1973,0,7
BEL,Belgium,August,1973,0,8
BEL,Belgium,September,1973,0,9
BEL,Belgium,October,1973,0,10
BEL,Belgium,November,1973,0,11
BEL,Belgium,December,1973,0,12
BIH,Bosnia and Herzegovina,January,1973,0,1
BIH,Bosnia and Herzegovina,February,1973,0,2
BIH,Bosnia and Herzegovina,March,1973,0,3
BIH,Bosnia and Herzegovina,April,1973,0,4
BIH,Bosnia and Herzegovina,May,1973,0,5
BIH,Bosnia and Herzegovina,June,1973,0,6
BIH,Bosnia and Herzegovina,July,1973,0,7
BIH,Bosnia and Herzegovina,August,1973,0,8
BIH,Bosnia and Herzegovina,September,1973,0,9
BIH,Bosnia and Herzegovina,October,1973,0,10
BIH,Bosnia and Herzegovina,November,1973,0,11
BIH,Bosnia and Herzegovina,December,1973,0,12
BOT,Botswana,January,1973,2.376,1
BOT,Botswana,February,1973,0.627,2
BOT,Botswana,March,1973,2.109,3
BOT,Botswana,April,1973,-0.146,4
BOT,Botswana,May,1973,0.612,5
BOT,Botswana,June,1973,0.946,6
BOT,Botswana,July,1973,0.256,7
BOT,Botswana,August,1973,-0.552,8
BOT,Botswana,September,1973,0.205,9
BOT,Botswana,October,1973,-0.574,10
BOT,Botswana,November,1973,-0.681,11
BOT,Botswana,December,1973,-1.634,12
BRA,Brazil,January,1973,0.861,1
BRA,Brazil,February,1973,0.862,2
BRA,Brazil,March,1973,0.647,3
BRA,Brazil,April,1973,1.057,4
BRA,Brazil,May,1973,0.306,5
BRA,Brazil,June,1973,0.936,6
BRA,Brazil,July,1973,0.33,7
BRA,Brazil,August,1973,-0.026,8
BRA,Brazil,September,1973,-0.105,9
BRA,Brazil,October,1973,-0.129,10
BRA,Brazil,November,1973,-0.069,11
BRA,Brazil,December,1973,-0.04,12
BUL,Bulgaria,January,1973,-0.792,1
BUL,Bulgaria,February,1973,1.823,2
BUL,Bulgaria,March,1973,-1.71,3
BUL,Bulgaria,April,1973,-0.305,4
BUL,Bulgaria,May,1973,0.769,5
BUL,Bulgaria,June,1973,-0.691,6
BUL,Bulgaria,July,1973,-0.015,7
BUL,Bulgaria,August,1973,-1.25,8
BUL,Bulgaria,September,1973,0.693,9
BUL,Bulgaria,October,1973,0.036,10
BUL,Bulgaria,November,1973,-2.781,11
BUL,Bulgaria,December,1973,-0.927,12
BDI,Burundi,January,1973,0.597,1
BDI,Burundi,February,1973,1.6,2
BDI,Burundi,March,1973,0.54,3
BDI,Burundi,April,1973,0.533,4
BDI,Burundi,May,1973,0.168,5
BDI,Burundi,June,1973,0.335,6
BDI,Burundi,July,1973,-0.115,7
BDI,Burundi,August,1973,0.294,8
BDI,Burundi,September,1973,0.359,9
BDI,Burundi,October,1973,0.276,10
BDI,Burundi,November,1973,0.373,11
BDI,Burundi,December,1973,0.032,12
CAM,Cambodia,January,1973,0.884,1
CAM,Cambodia,February,1973,0.988,2
CAM,Cambodia,March,1973,0.739,3
CAM,Cambodia,April,1973,0.873,4
CAM,Cambodia,May,1973,0.307,5
CAM,Cambodia,June,1973,0.249,6
CAM,Cambodia,July,1973,0.155,7
CAM,Cambodia,August,1973,0.148,8
CAM,Cambodia,September,1973,0.054,9
CAM,Cambodia,October,1973,-0.1,10
CAM,Cambodia,November,1973,-0.535,11
CAM,Cambodia,December,1973,-0.742,12
CMR,Cameroon,January,1973,1.116,1
CMR,Cameroon,February,1973,1.296,2
CMR,Cameroon,March,1973,0.66,3
CMR,Cameroon,April,1973,0.677,4
CMR,Cameroon,May,1973,0.15,5
CMR,Cameroon,June,1973,0.825,6
CMR,Cameroon,July,1973,0.693,7
CMR,Cameroon,August,1973,0.339,8
CMR,Cameroon,September,1973,0.28,9
CMR,Cameroon,October,1973,0.414,10
CMR,Cameroon,November,1973,-0.26,11
CMR,Cameroon,December,1973,0.213,12
CAN,Canada,January,1973,1.771,1
CAN,Canada,February,1973,-0.984,2
CAN,Canada,March,1973,2.25,3
CAN,Canada,April,1973,-0.121,4
CAN,Canada,May,1973,1.049,5
CAN,Canada,June,1973,0.732,6
CAN,Canada,July,1973,0.665,7
CAN,Canada,August,1973,1.065,8
CAN,Canada,September,1973,0.766,9
CAN,Canada,October,1973,1.476,10
CAN,Canada,November,1973,-1.127,11
CAN,Canada,December,1973,0.847,12
CHI,Chile,January,1973,0.138,1
CHI,Chile,February,1973,0.177,2
CHI,Chile,March,1973,0.4,3
CHI,Chile,April,1973,-0.367,4
CHI,Chile,May,1973,-0.263,5
CHI,Chile,June,1973,0.408,6
CHI,Chile,July,1973,-1.004,7
CHI,Chile,August,1973,0.035,8
CHI,Chile,September,1973,-0.273,9
CHI,Chile,October,1973,-0.152,10
CHI,Chile,November,1973,-0.443,11
CHI,Chile,December,1973,-0.631,12
CHN,China,January,1973,1.038,1
CHN,China,February,1973,1.783,2
CHN,China,March,1973,0.763,3
CHN,China,April,1973,0.965,4
CHN,China,May,1973,-0.282,5
CHN,China,June,1973,-0.141,6
CHN,China,July,1973,0.04,7
CHN,China,August,1973,0.167,8
CHN,China,September,1973,0.287,9
CHN,China,October,1973,-0.535,10
CHN,China,November,1973,0.574,11
CHN,China,December,1973,0.255,12
COL,Colombia,January,1973,0.887,1
COL,Colombia,February,1973,0.963,2
COL,Colombia,March,1973,0.822,3
COL,Colombia,April,1973,0.727,4
COL,Colombia,May,1973,0.302,5
COL,Colombia,June,1973,0.385,6
COL,Colombia,July,1973,0.208,7
COL,Colombia,August,1973,-0.111,8
COL,Colombia,September,1973,-0.366,9
COL,Colombia,October,1973,0.04,10
COL,Colombia,November,1973,-0.229,11
COL,Colombia,December,1973,-0.537,12
COK,Cook Islands,January,1973,0.336,1
COK,Cook Islands,February,1973,0.941,2
COK,Cook Islands,March,1973,1.092,3
COK,Cook Islands,April,1973,0.863,4
COK,Cook Islands,May,1973,0.252,5
COK,Cook Islands,June,1973,0.223,6
COK,Cook Islands,July,1973,0.385,7
COK,Cook Islands,August,1973,0.205,8
COK,Cook Islands,September,1973,0.656,9
