Country,Area,Months,Year,temperature,MonthCode
THA,Thailand,November,1991,0.036,11
THA,Thailand,December,1991,0.571,12
TOG,Togo,January,1991,0.804,1
TOG,Togo,February,1991,1.118,2
TOG,Togo,March,1991,0.287,3
TOG,Togo,April,1991,-0.358,4
TOG,Togo,May,1991,-0.466,5
TOG,Togo,June,1991,0.671,6
TOG,Togo,July,1991,0.309,7
TOG,Togo,August,1991,0.16,8
TOG,Togo,September,1991,0.474,9
TOG,Togo,October,1991,-0.639,10
TOG,Togo,November,1991,0.184,11
TOG,Togo,December,1991,-0.15,12
TGA,Tonga,January,1991,0.258,1
TGA,Tonga,February,1991,0.643,2
TGA,Tonga,March,1991,0.882,3
TGA,Tonga,April,1991,0.744,4
TGA,Tonga,May,1991,0.054,5
TGA,Tonga,June,1991,-0.09,6
TGA,Tonga,July,1991,0.79,7
TGA,Tonga,August,1991,0.785,8
TGA,Tonga,September,1991,-0.513,9
TGA,Tonga,October,1991,0.178,10
TGA,Tonga,November,1991,0.692,11
TGA,Tonga,December,1991,0.46,12
TRI,Trinidad and Tobago,January,1991,0.548,1
TRI,Trinidad and Tobago,February,1991,0.712,2
TRI,Trinidad and Tobago,March,1991,0.382,3
TRI,Trinidad and Tobago,April,1991,-0.03,4
TRI,Trinidad and Tobago,May,1991,0.317,5
TRI,Trinidad and Tobago,June,1991,0.726,6
TRI,Trinidad and Tobago,July,1991,0.452,7
TRI,Trinidad and Tobago,August,1991,0.052,8
TRI,Trinidad and Tobago,September,1991,0,9
TRI,Trinidad and Tobago,October,1991,0.109,10
TRI,Trinidad and Tobago,November,1991,0.413,11
TRI,Trinidad and Tobago,December,1991,0.316,12
TUN,Tunisia,January,1991,-0.409,1
TUN,Tunisia,February,1991,-0.478,2
TUN,Tunisia,March,1991,1.949,3
TUN,Tunisia,April,1991,-1.256,4
TUN,Tunisia,May,1991,-2.001,5
TUN,Tunisia,June,1991,-0.445,6
TUN,Tunisia,July,1991,0.648,7
TUN,Tunisia,August,1991,0.499,8
TUN,Tunisia,September,1991,1.378,9
TUN,Tunisia,October,1991,2.093,10
TUN,Tunisia,November,1991,0.296,11
TUN,Tunisia,December,1991,-1.038,12
TUR,Turkey,January,1991,-0.103,1
TUR,Turkey,February,1991,-1.613,2
TUR,Turkey,March,1991,1.043,3
TUR,Turkey,April,1991,0.552,4
TUR,Turkey,May,1991,-1.046,5
TUR,Turkey,June,1991,0.475,6
TUR,Turkey,July,1991,0.47,7
TUR,Turkey,August,1991,0.551,8
TUR,Turkey,September,1991,0.105,9
TUR,Turkey,October,1991,0.905,10
TUR,Turkey,November,1991,-0.076,11
TUR,Turkey,December,1991,-2.272,12
UGA,Uganda,January,1991,-0.398,1
UGA,Uganda,February,1991,0.461,2
UGA,Uganda,March,1991,0.559,3
UGA,Uganda,April,1991,0.074,4
UGA,Uganda,May,1991,0.213,5
UGA,Uganda,June,1991,0.539,6
UGA,Uganda,July,1991,0.028,7
UGA,Uganda,August,1991,0.085,8
UGA,Uganda,September,1991,0.395,9
UGA,Uganda,October,1991,-0.682,10
UGA,Uganda,November,1991,0.316,11
UGA,Uganda,December,1991,0.213,12
UKR,Ukraine,January,1991,0,1
UKR,Ukraine,February,1991,0,2
UKR,Ukraine,March,1991,0,3
UKR,Ukraine,April,1991,0,4
UKR,Ukraine,May,1991,0,5
UKR,Ukraine,June,1991,0,6
UKR,Ukraine,July,1991,0,7
UKR,Ukraine,August,1991,0,8
UKR,Ukraine,September,1991,0,9
UKR,Ukraine,October,1991,0,10
UKR,Ukraine,November,1991,0,11
UKR,Ukraine,December,1991,0,12
UAE,United Arab Emirates,January,1991,0.543,1
UAE,United Arab Emirates,February,1991,-0.264,2
UAE,United Arab Emirates,March,1991,-1.09,3
UAE,United Arab Emirates,April,1991,0.572,4
UAE,United Arab Emirates,May,1991,-1.131,5
UAE,United Arab Emirates,June,1991,0.174,6
UAE,United Arab Emirates,July,1991,-0.817,7
UAE,United Arab Emirates,August,1991,0.009,8
UAE,United Arab Emirates,September,1991,-0.098,9
UAE,United Arab Emirates,October,1991,-0.752,10
UAE,United Arab Emirates,November,1991,-1.001,11
UAE,United Arab Emirates,December,1991,0.504,12
GBR,Great Britain,January,1991,-0.169,1
GBR,Great Britain,February,1991,-1.309,2
GBR,Great Britain,March,1991,1.926,3
GBR,Great Britain,April,1991,0.157,4
GBR,Great Britain,May,1991,0.085,5
GBR,Great Britain,June,1991,-1.679,6
GBR,Great Britain,July,1991,1.563,7
GBR,Great Britain,August,1991,1.471,8
GBR,Great Britain,September,1991,0.75,9
GBR,Great Britain,October,1991,-0.447,10
GBR,Great Britain,November,1991,0.125,11
GBR,Great Britain,December,1991,0.512,12
TAN,Tanzania,January,1991,0.228,1
TAN,Tanzania,February,1991,0.616,2
TAN,Tanzania,March,1991,0.64,3
TAN,Tanzania,April,1991,0.235,4
TAN,Tanzania,May,1991,0.495,5
TAN,Tanzania,June,1991,0.229,6
TAN,Tanzania,July,1991,0.105,7
TAN,Tanzania,August,1991,-0.19,8
TAN,Tanzania,September,1991,0.217,9
TAN,Tanzania,October,1991,0.02,10
TAN,Tanzania,November,1991,0.16,11
TAN,Tanzania,December,1991,0.227,12
USA,United States,January,1991,0.228,1
USA,United States,February,1991,2.693,2
USA,United States,March,1991,1.302,3
USA,United States,April,1991,1.14,4
USA,United States,May,1991,1.183,5
USA,United States,June,1991,0.551,6
USA,United States,July,1991,0.136,7
USA,United States,August,1991,0.384,8
USA,United States,September,1991,0.329,9
USA,United States,October,1991,0.409,10
USA,United States,November,1991,-1.182,11
USA,United States,December,1991,1.264,12
URU,Uruguay,January,1991,-0.872,1
URU,Uruguay,February,1991,-0.165,2
URU,Uruguay,March,1991,1.234,3
URU,Uruguay,April,1991,0.799,4
URU,Uruguay,May,1991,2.071,5
URU,Uruguay,June,1991,-0.057,6
URU,Uruguay,July,1991,-0.82,7
URU,Uruguay,August,1991,1.065,8
URU,Uruguay,September,1991,1.702,9
URU,Uruguay,October,1991,-0.02,10
URU,Uruguay,November,1991,-0.266,11
URU,Uruguay,December,1991,0.881,12
UZB,Uzbekistan,January,1991,0,1
UZB,Uzbekistan,February,1991,0,2
UZB,Uzbekistan,March,1991,0,3
UZB,Uzbekistan,April,1991,0,4
UZB,Uzbekistan,May,1991,0,5
UZB,Uzbekistan,June,1991,0,6
UZB,Uzbekistan,July,1991,0,7
UZB,Uzbekistan,August,1991,0,8
UZB,Uzbekistan,September,1991,0,9
UZB,Uzbekistan,October,1991,0,10
UZB,Uzbekistan,November,1991,0,11
UZB,Uzbekistan,December,1991,0,12
VEN,Venezuela,January,1991,0.644,1
VEN,Venezuela,February,1991,1.078,2
VEN,Venezuela,March,1991,0.393,3
VEN,Venezuela,April,1991,0.056,4
VEN,Venezuela,May,1991,0.493,5
VEN,Venezuela,June,1991,0.624,6
VEN,Venezuela,July,1991,0.152,7
VEN,Venezuela,August,1991,-0.187,8
VEN,Venezuela,September,1991,0.029,9
VEN,Venezuela,October,1991,-0.108,10
VEN,Venezuela,November,1991,0.111,11
VEN,Venezuela,December,1991,0.016,12
VIE,Vietnam,January,1991,1.498,1
VIE,Vietnam,February,1991,0.988,2
VIE,Vietnam,March,1991,1.145,3
VIE,Vietnam,April,1991,0.087,4
VIE,Vietnam,May,1991,0.239,5
VIE,Vietnam,June,1991,0.276,6
VIE,Vietnam,July,1991,0.015,7
VIE,Vietnam,August,1991,0.252,8
VIE,Vietnam,September,1991,0.671,9
VIE,Vietnam,October,1991,0.235,10
VIE,Vietnam,November,1991,0.163,11
VIE,Vietnam,December,1991,0.823,12
ZAM,Zambia,January,1991,-0.074,1
ZAM,Zambia,February,1991,0.181,2
ZAM,Zambia,March,1991,0.727,3
ZAM,Zambia,April,1991,-0.425,4
ZAM,Zambia,May,1991,0.434,5
ZAM,Zambia,June,1991,0.404,6
ZAM,Zambia,July,1991,-0.063,7
ZAM,Zambia,August,1991,0.209,8
ZAM,Zambia,September,1991,-0.61,9
ZAM,Zambia,October,1991,-0.701,10
ZAM,Zambia,November,1991,0.074,11
ZAM,Zambia,December,1991,-0.157,12
ZIM,Zimbabwe,January,1991,0.281,1
ZIM,Zimbabwe,February,1991,0.44,2
ZIM,Zimbabwe,March,1991,-0.473,3
ZIM,Zimbabwe,April,1991,-1.657,4
ZIM,Zimbabwe,May,1991,-0.366,5
ZIM,Zimbabwe,June,1991,0.426,6
ZIM,Zimbabwe,July,1991,0.358,7
ZIM,Zimbabwe,August,1991,0.49,8
ZIM,Zimbabwe,September,1991,1.163,9
ZIM,Zimbabwe,October,1991,0.413,10
ZIM,Zimbabwe,November,1991,0.274,11
ZIM,Zimbabwe,December,1991,-0.312,12
FSM,Micronesia,January,1991,0.022,1
FSM,Micronesia,February,1991,0.408,2
FSM,Micronesia,March,1991,-0.099,3
FSM,Micronesia,April,1991,0.455,4
FSM,Micronesia,May,1991,0.356,5
FSM,Micronesia,June,1991,0.22,6
FSM,Micronesia,July,1991,0.294,7
FSM,Micronesia,August,1991,0.149,8
FSM,Micronesia,September,1991,-0.009,9
FSM,Micronesia,October,1991,-0.121,10
FSM,Micronesia,November,1991,-0.262,11
FSM,Micronesia,December,1991,-0.087,12
AFG,Afghanistan,January,1992,0.582,1
AFG,Afghanistan,February,1992,-0.12,2
AFG,Afghanistan,March,1992,-2.22,3
AFG,Afghanistan,April,1992,-1.21,4
AFG,Afghanistan,May,1992,-2.361,5
AFG,Afghanistan,June,1992,0.326,6
AFG,Afghanistan,July,1992,-0.304,7
AFG,Afghanistan,August,1992,-0.756,8
AFG,Afghanistan,September,1992,-0.838,9
AFG,Afghanistan,October,1992,-0.426,10
AFG,Afghanistan,November,1992,1.783,11
AFG,Afghanistan,December,1992,2.007,12
ALB,Albania,January,1992,-0.192,1
ALB,Albania,February,1992,-1.113,2
ALB,Albania,March,1992,0.01,3
ALB,Albania,April,1992,0.299,4
ALB,Albania,May,1992,0.48,5
ALB,Albania,June,1992,-0.293,6
ALB,Albania,July,1992,-0.389,7
ALB,Albania,August,1992,2.951,8
ALB,Albania,September,1992,0.738,9
ALB,Albania,October,1992,1.842,10
ALB,Albania,November,1992,0.675,11
ALB,Albania,December,1992,-0.95,12
ALG,Algeria,January,1992,-1.552,1
ALG,Algeria,February,1992,0.059,2
ALG,Algeria,March,1992,-0.688,3
ALG,Algeria,April,1992,-0.217,4
ALG,Algeria,May,1992,-0.734,5
ALG,Algeria,June,1992,-0.708,6
ALG,Algeria,July,1992,-0.252,7
ALG,Algeria,August,1992,0.324,8
ALG,Algeria,September,1992,0.498,9
ALG,Algeria,October,1992,0.921,10
ALG,Algeria,November,1992,-0.225,11
ALG,Algeria,December,1992,0.793,12
ARG,Argentina,January,1992,0.097,1
ARG,Argentina,February,1992,-0.226,2
ARG,Argentina,March,1992,1.047,3
ARG,Argentina,April,1992,-0.077,4
ARG,Argentina,May,1992,-0.822,5
ARG,Argentina,June,1992,0.673,6
ARG,Argentina,July,1992,-2.56,7
ARG,Argentina,August,1992,0.128,8
ARG,Argentina,September,1992,-0.195,9
ARG,Argentina,October,1992,0.181,10
ARG,Argentina,November,1992,-1.097,11
ARG,Argentina,December,1992,-0.226,12
ARM,Armenia,January,1992,-2.385,1
ARM,Armenia,February,1992,-2.086,2
ARM,Armenia,March,1992,-2.375,3
ARM,Armenia,April,1992,-1.041,4
ARM,Armenia,May,1992,-2.243,5
ARM,Armenia,June,1992,-0.612,6
ARM,Armenia,July,1992,-0.801,7
ARM,Armenia,August,1992,-1.17,8
ARM,Armenia,September,1992,-0.976,9
ARM,Armenia,October,1992,0.316,10
ARM,Armenia,November,1992,-0.751,11
ARM,Armenia,December,1992,-1.086,12
AUS,Australia,January,1992,-0.161,1
AUS,Australia,February,1992,0.414,2
AUS,Australia,March,1992,0.995,3
AUS,Australia,April,1992,0.851,4
AUS,Australia,May,1992,0.751,5
AUS,Australia,June,1992,0.156,6
AUS,Australia,July,1992,0.649,7
AUS,Australia,August,1992,0.329,8
AUS,Australia,September,1992,0.037,9
AUS,Australia,October,1992,-0.411,10
AUS,Australia,November,1992,-1.024,11
AUS,Australia,December,1992,-0.391,12
AUT,Austria,January,1992,2.097,1
AUT,Austria,February,1992,2.112,2
AUT,Austria,March,1992,1.216,3
AUT,Austria,April,1992,0.488,4
AUT,Austria,May,1992,1.848,5
AUT,Austria,June,1992,0.917,6
AUT,Austria,July,1992,1.826,7
AUT,Austria,August,1992,4.745,8
AUT,Austria,September,1992,0.829,9
AUT,Austria,October,1992,-1.106,10
AUT,Austria,November,1992,1.36,11
AUT,Austria,December,1992,0.255,12
AZE,Azerbaijan,January,1992,-0.943,1
AZE,Azerbaijan,February,1992,-0.615,2
AZE,Azerbaijan,March,1992,-0.931,3
AZE,Azerbaijan,April,1992,-0.689,4
AZE,Azerbaijan,May,1992,-2.114,5
AZE,Azerbaijan,June,1992,-0.381,6
AZE,Azerbaijan,July,1992,-0.758,7
AZE,Azerbaijan,August,1992,-1.428,8
AZE,Azerbaijan,September,1992,-0.871,9
AZE,Azerbaijan,October,1992,0.088,10
AZE,Azerbaijan,November,1992,0.086,11
AZE,Azerbaijan,December,1992,-0.982,12
BAH,Bahamas,January,1992,0.446,1
BAH,Bahamas,February,1992,1.155,2
BAH,Bahamas,March,1992,0.274,3
BAH,Bahamas,April,1992,-0.205,4
BAH,Bahamas,May,1992,-0.87,5
BAH,Bahamas,June,1992,0.426,6
BAH,Bahamas,July,1992,0.418,7
BAH,Bahamas,August,1992,0.298,8
BAH,Bahamas,September,1992,0.117,9
BAH,Bahamas,October,1992,-0.052,10
BAH,Bahamas,November,1992,1.174,11
BAH,Bahamas,December,1992,0.759,12
BRN,Bahrain,January,1992,-2.765,1
BRN,Bahrain,February,1992,-1.967,2
BRN,Bahrain,March,1992,-3.447,3
BRN,Bahrain,April,1992,-0.97,4
BRN,Bahrain,May,1992,0.307,5
BRN,Bahrain,June,1992,1.189,6
BRN,Bahrain,July,1992,-0.231,7
BRN,Bahrain,August,1992,0.039,8
BRN,Bahrain,September,1992,-0.018,9
BRN,Bahrain,October,1992,-0.83,10
BRN,Bahrain,November,1992,0.338,11
BRN,Bahrain,December,1992,-0.177,12
BAR,Barbados,January,1992,0.38,1
BAR,Barbados,February,1992,0.194,2
BAR,Barbados,March,1992,0.716,3
BAR,Barbados,April,1992,0.967,4
BAR,Barbados,May,1992,0.377,5
BAR,Barbados,June,1992,-0.168,6
BAR,Barbados,July,1992,0.179,7
BAR,Barbados,August,1992,0.145,8
BAR,Barbados,September,1992,0.094,9
BAR,Barbados,October,1992,0.346,10
BAR,Barbados,November,1992,0.313,11
BAR,Barbados,December,1992,0.119,12
BLR,Belarus,January,1992,4.622,1
BLR,Belarus,February,1992,4.177,2
BLR,Belarus,March,1992,4.447,3
BLR,Belarus,April,1992,-0.773,4
BLR,Belarus,May,1992,-0.054,5
BLR,Belarus,June,1992,0.473,6
BLR,Belarus,July,1992,1.083,7
BLR,Belarus,August,1992,3.138,8
BLR,Belarus,September,1992,0.385,9
BLR,Belarus,October,1992,-2.408,10
BLR,Belarus,November,1992,-0.868,11
BLR,Belarus,December,1992,1.052,12
BEL,Belgium,January,1992,0,1
BEL,Belgium,February,1992,0,2
BEL,Belgium,March,1992,0,3
BEL,Belgium,April,1992,0,4
BEL,Belgium,May,1992,0,5
BEL,Belgium,June,1992,0,6
BEL,Belgium,July,1992,0,7
BEL,Belgium,August,1992,0,8
BEL,Belgium,September,1992,0,9
BEL,Belgium,October,1992,0,10
BEL,Belgium,November,1992,0,11
BEL,Belgium,December,1992,0,12
BIH,Bosnia and Herzegovina,January,1992,0.84,1
BIH,Bosnia and Herzegovina,February,1992,0.621,2
BIH,Bosnia and Herzegovina,March,1992,0.699,3
BIH,Bosnia and Herzegovina,April,1992,0.572,4
BIH,Bosnia and Herzegovina,May,1992,0.862,5
BIH,Bosnia and Herzegovina,June,1992,0.213,6
BIH,Bosnia and Herzegovina,July,1992,0.522,7
BIH,Bosnia and Herzegovina,August,1992,3.994,8
BIH,Bosnia and Herzegovina,September,1992,0.818,9
BIH,Bosnia and Herzegovina,October,1992,0.852,10
BIH,Bosnia and Herzegovina,November,1992,1.192,11
BIH,Bosnia and Herzegovina,December,1992,-0.561,12
BOT,Botswana,January,1992,1.585,1
BOT,Botswana,February,1992,3.2,2
BOT,Botswana,March,1992,1.812,3
BOT,Botswana,April,1992,1.974,4
BOT,Botswana,May,1992,0.212,5
BOT,Botswana,June,1992,0.936,6
BOT,Botswana,July,1992,1.012,7
BOT,Botswana,August,1992,-0.937,8
BOT,Botswana,September,1992,1.284,9
BOT,Botswana,October,1992,1.025,10
BOT,Botswana,November,1992,0.234,11
BOT,Botswana,December,1992,1.154,12
BRA,Brazil,January,1992,0.365,1
BRA,Brazil,February,1992,0.081,2
BRA,Brazil,March,1992,0.272,3
BRA,Brazil,April,1992,0.776,4
BRA,Brazil,May,1992,1.294,5
BRA,Brazil,June,1992,1.475,6
BRA,Brazil,July,1992,-0.099,7
BRA,Brazil,August,1992,0.113,8
BRA,Brazil,September,1992,-0.233,9
BRA,Brazil,October,1992,0.283,10
BRA,Brazil,November,1992,-0.009,11
BRA,Brazil,December,1992,0.194,12
BUL,Bulgaria,January,1992,0.725,1
BUL,Bulgaria,February,1992,-0.306,2
BUL,Bulgaria,March,1992,0.954,3
BUL,Bulgaria,April,1992,0.476,4
BUL,Bulgaria,May,1992,-1.074,5
BUL,Bulgaria,June,1992,0.156,6
BUL,Bulgaria,July,1992,-0.469,7
BUL,Bulgaria,August,1992,2.824,8
BUL,Bulgaria,September,1992,-0.178,9
BUL,Bulgaria,October,1992,2.102,10
BUL,Bulgaria,November,1992,0.337,11
BUL,Bulgaria,December,1992,-1.994,12
BDI,Burundi,January,1992,0.234,1
BDI,Burundi,February,1992,-0.16,2
BDI,Burundi,March,1992,0,3
BDI,Burundi,April,1992,-0.112,4
BDI,Burundi,May,1992,-0.726,5
BDI,Burundi,June,1992,0.284,6
BDI,Burundi,July,1992,0.038,7
BDI,Burundi,August,1992,0.355,8
BDI,Burundi,September,1992,0.317,9
BDI,Burundi,October,1992,-0.751,10
BDI,Burundi,November,1992,0,11
BDI,Burundi,December,1992,0,12
CAM,Cambodia,January,1992,-0.057,1
CAM,Cambodia,February,1992,0.159,2
CAM,Cambodia,March,1992,0.685,3
CAM,Cambodia,April,1992,1.299,4
CAM,Cambodia,May,1992,0.949,5
CAM,Cambodia,June,1992,0.688,6
CAM,Cambodia,July,1992,0.352,7
CAM,Cambodia,August,1992,0.193,8
CAM,Cambodia,September,1992,0.818,9
CAM,Cambodia,October,1992,-0.519,10
CAM,Cambodia,November,1992,-0.229,11
CAM,Cambodia,December,1992,0.712,12
CMR,Cameroon,January,1992,0.085,1
CMR,Cameroon,February,1992,-0.774,2
CMR,Cameroon,March,1992,0.705,3
CMR,Cameroon,April,1992,0.451,4
CMR,Cameroon,May,1992,-0.249,5
CMR,Cameroon,June,1992,-0.002,6
CMR,Cameroon,July,1992,-0.328,7
CMR,Cameroon,August,1992,-0.417,8
CMR,Cameroon,September,1992,-0.41,9
CMR,Cameroon,October,1992,-0.33,10
CMR,Cameroon,November,1992,-0.364,11
CMR,Cameroon,December,1992,-0.281,12
CAN,Canada,January,1992,3.011,1
CAN,Canada,February,1992,0.3,2
CAN,Canada,March,1992,2.31,3
CAN,Canada,April,1992,-0.904,4
CAN,Canada,May,1992,-0.651,5
CAN,Canada,June,1992,-0.695,6
CAN,Canada,July,1992,-1.136,7
CAN,Canada,August,1992,-0.352,8
CAN,Canada,September,1992,-1.055,9
CAN,Canada,October,1992,-0.361,10
CAN,Canada,November,1992,0.537,11
CAN,Canada,December,1992,-0.524,12
CHI,Chile,January,1992,0.734,1
CHI,Chile,February,1992,-0.393,2
CHI,Chile,March,1992,1.024,3
CHI,Chile,April,1992,0.309,4
CHI,Chile,May,1992,-0.156,5
CHI,Chile,June,1992,-0.477,6
CHI,Chile,July,1992,-1.326,7
CHI,Chile,August,1992,0.045,8
CHI,Chile,September,1992,-0.143,9
CHI,Chile,October,1992,-0.185,10
CHI,Chile,November,1992,0.071,11
CHI,Chile,December,1992,0.001,12
CHN,China,January,1992,1.253,1
CHN,China,February,1992,0.684,2
CHN,China,March,1992,0.002,3
CHN,China,April,1992,1.093,4
CHN,China,May,1992,0.079,5
CHN,China,June,1992,-0.378,6
CHN,China,July,1992,-0.439,7
CHN,China,August,1992,-0.18,8
CHN,China,September,1992,-0.19,9
CHN,China,October,1992,-0.649,10
CHN,China,November,1992,-0.372,11
CHN,China,December,1992,1.119,12
COL,Colombia,January,1992,0.445,1
COL,Colombia,February,1992,0.735,2
COL,Colombia,March,1992,1.281,3
COL,Colombia,April,1992,1.06,4
COL,Colombia,May,1992,0.816,5
COL,Colombia,June,1992,1.069,6
COL,Colombia,July,1992,0.026,7
COL,Colombia,August,1992,0.348,8
COL,Colombia,September,1992,0.257,9
COL,Colombia,October,1992,0.362,10
COL,Colombia,November,1992,0.153,11
COL,Colombia,December,1992,0.379,12
COK,Cook Islands,January,1992,0.255,1
COK,Cook Islands,February,1992,0.521,2
COK,Cook Islands,March,1992,0.35,3
COK,Cook Islands,April,1992,0.112,4
COK,Cook Islands,May,1992,0.337,5
COK,Cook Islands,June,1992,0.031,6
COK,Cook Islands,July,1992,1.421,7
COK,Cook Islands,August,1992,1.142,8
COK,Cook Islands,September,1992,1.613,9
COK,Cook Islands,October,1992,1.007,10
COK,Cook Islands,November,1992,-0.551,11
COK,Cook Islands,December,1992,0.288,12
CRC,Costa Rica,January,1992,0.439,1
CRC,Costa Rica,February,1992,0.374,2
CRC,Costa Rica,March,1992,0.624,3
CRC,Costa Rica,April,1992,0,4
CRC,Costa Rica,May,1992,1.137,5
CRC,Costa Rica,June,1992,1.088,6
CRC,Costa Rica,July,1992,-0.267,7
CRC,Costa Rica,August,1992,-0.502,8
CRC,Costa Rica,September,1992,0.212,9
CRC,Costa Rica,October,1992,-0.019,10
CRC,Costa Rica,November,1992,-0.41,11
CRC,Costa Rica,December,1992,0.049,12
CRO,Croatia,January,1992,1.146,1
CRO,Croatia,February,1992,1.012,2
CRO,Croatia,March,1992,0.836,3
CRO,Croatia,April,1992,0.678,4
CRO,Croatia,May,1992,1.158,5
CRO,Croatia,June,1992,0.232,6
CRO,Croatia,July,1992,0.729,7
CRO,Croatia,August,1992,4.067,8
CRO,Croatia,September,1992,0.909,9
CRO,Croatia,October,1992,0.349,10
CRO,Croatia,November,1992,1.348,11
CRO,Croatia,December,1992,-0.237,12
CUB,Cuba,January,1992,0.91,1
CUB,Cuba,February,1992,1.161,2
CUB,Cuba,March,1992,0.467,3
CUB,Cuba,April,1992,0.008,4
CUB,Cuba,May,1992,-0.601,5
CUB,Cuba,June,1992,0.656,6
CUB,Cuba,July,1992,0.44,7
CUB,Cuba,August,1992,0.411,8
CUB,Cuba,September,1992,0.233,9
CUB,Cuba,October,1992,0.543,10
CUB,Cuba,November,1992,1.562,11
CUB,Cuba,December,1992,0.641,12
CYP,Cyprus,January,1992,-2.135,1
CYP,Cyprus,February,1992,-3.854,2
CYP,Cyprus,March,1992,-1.972,3
CYP,Cyprus,April,1992,-0.442,4
CYP,Cyprus,May,1992,-0.472,5
CYP,Cyprus,June,1992,-0.413,6
CYP,Cyprus,July,1992,-0.683,7
CYP,Cyprus,August,1992,0.486,8
CYP,Cyprus,September,1992,-0.042,9
CYP,Cyprus,October,1992,0.674,10
CYP,Cyprus,November,1992,-0.694,11
CYP,Cyprus,December,1992,-2.724,12
CZE,Czech Republic,January,1992,2.182,1
CZE,Czech Republic,February,1992,2.283,2
CZE,Czech Republic,March,1992,1.176,3
CZE,Czech Republic,April,1992,0.533,4
CZE,Czech Republic,May,1992,1.073,5
CZE,Czech Republic,June,1992,1.372,6
CZE,Czech Republic,July,1992,1.719,7
CZE,Czech Republic,August,1992,4.796,8
CZE,Czech Republic,September,1992,0.314,9
CZE,Czech Republic,October,1992,-1.447,10
CZE,Czech Republic,November,1992,0.543,11
CZE,Czech Republic,December,1992,-0.356,12
PRK,North Korea,January,1992,3.102,1
PRK,North Korea,February,1992,1.986,2
PRK,North Korea,March,1992,2.403,3
PRK,North Korea,April,1992,0.799,4
PRK,North Korea,May,1992,-0.337,5
PRK,North Korea,June,1992,-0.965,6
PRK,North Korea,July,1992,0.495,7
PRK,North Korea,August,1992,-0.387,8
PRK,North Korea,September,1992,-0.099,9
PRK,North Korea,October,1992,0.029,10
PRK,North Korea,November,1992,-0.186,11
PRK,North Korea,December,1992,1.794,12
DEN,Denmark,January,1992,2.978,1
DEN,Denmark,February,1992,4.112,2
DEN,Denmark,March,1992,2.632,3
DEN,Denmark,April,1992,0.489,4
DEN,Denmark,May,1992,2.302,5
DEN,Denmark,June,1992,2.751,6
DEN,Denmark,July,1992,1.775,7
DEN,Denmark,August,1992,0.763,8
DEN,Denmark,September,1992,0.322,9
DEN,Denmark,October,1992,-2.692,10
DEN,Denmark,November,1992,0.364,11
DEN,Denmark,December,1992,1.225,12
DJI,Djibouti,January,1992,0,1
DJI,Djibouti,February,1992,-0.279,2
DJI,Djibouti,March,1992,0.977,3
DJI,Djibouti,April,1992,0,4
DJI,Djibouti,May,1992,1.324,5
DJI,Djibouti,June,1992,0.968,6
DJI,Djibouti,July,1992,0.943,7
DJI,Djibouti,August,1992,0.382,8
DJI,Djibouti,September,1992,-0.167,9
DJI,Djibouti,October,1992,0.032,10
DJI,Djibouti,November,1992,0.314,11
DJI,Djibouti,December,1992,1.545,12
DOM,Dominican Republic,January,1992,0.988,1
DOM,Dominican Republic,February,1992,0.999,2
DOM,Dominican Republic,March,1992,0.433,3
DOM,Dominican Republic,April,1992,0.899,4
DOM,Dominican Republic,May,1992,-0.101,5
DOM,Dominican Republic,June,1992,0.788,6
DOM,Dominican Republic,July,1992,0.161,7
DOM,Dominican Republic,August,1992,-0.014,8
DOM,Dominican Republic,September,1992,-0.156,9
DOM,Dominican Republic,October,1992,0.58,10
DOM,Dominican Republic,November,1992,0.3,11
DOM,Dominican Republic,December,1992,0.158,12
ECU,Ecuador,January,1992,0.973,1
ECU,Ecuador,February,1992,0.767,2
ECU,Ecuador,March,1992,1.354,3
ECU,Ecuador,April,1992,1.317,4
ECU,Ecuador,May,1992,1.405,5
ECU,Ecuador,June,1992,1.167,6
ECU,Ecuador,July,1992,0.661,7
ECU,Ecuador,August,1992,0.539,8
ECU,Ecuador,September,1992,0.334,9
ECU,Ecuador,October,1992,0.196,10
ECU,Ecuador,November,1992,0.194,11
ECU,Ecuador,December,1992,0.092,12
EGY,Egypt,January,1992,-1.195,1
EGY,Egypt,February,1992,-3.303,2
EGY,Egypt,March,1992,-1.121,3
EGY,Egypt,April,1992,-1.213,4
EGY,Egypt,May,1992,-0.579,5
EGY,Egypt,June,1992,0.93,6
EGY,Egypt,July,1992,0.196,7
EGY,Egypt,August,1992,0.445,8
EGY,Egypt,September,1992,-0.665,9
EGY,Egypt,October,1992,1.024,10
EGY,Egypt,November,1992,0.069,11
EGY,Egypt,December,1992,-1.297,12
ERI,Eritrea,January,1992,0,1
ERI,Eritrea,February,1992,0,2
ERI,Eritrea,March,1992,0,3
ERI,Eritrea,April,1992,0,4
ERI,Eritrea,May,1992,0,5
ERI,Eritrea,June,1992,0,6
ERI,Eritrea,July,1992,0,7
ERI,Eritrea,August,1992,0,8
ERI,Eritrea,September,1992,0,9
ERI,Eritrea,October,1992,0,10
ERI,Eritrea,November,1992,0,11
ERI,Eritrea,December,1992,0,12
EST,Estonia,January,1992,5.407,1
EST,Estonia,February,1992,5.324,2
EST,Estonia,March,1992,4.808,3
EST,Estonia,April,1992,-0.001,4
EST,Estonia,May,1992,1.743,5
EST,Estonia,June,1992,1.086,6
