Country,Area,Months,Year,temperature
LUX,Luxembourg,December,1980,NA
MAS,Malaysia,January,1980,0.368
MAS,Malaysia,February,1980,0.437
MAS,Malaysia,March,1980,0.312
MAS,Malaysia,April,1980,0.262
MAS,Malaysia,May,1980,0.377
MAS,Malaysia,June,1980,0.262
MAS,Malaysia,July,1980,0.481
MAS,Malaysia,August,1980,-0.072
MAS,Malaysia,September,1980,0.427
MAS,Malaysia,October,1980,0.28
MAS,Malaysia,November,1980,0.323
MAS,Malaysia,December,1980,0.084
MRI,Mauritius,January,1980,0.41
MRI,Mauritius,February,1980,0.089
MRI,Mauritius,March,1980,-0.026
MRI,Mauritius,April,1980,0.607
MRI,Mauritius,May,1980,0.239
MRI,Mauritius,June,1980,0.595
MRI,Mauritius,July,1980,0.269
MRI,Mauritius,August,1980,0.308
MRI,Mauritius,September,1980,0.046
MRI,Mauritius,October,1980,0.685
MRI,Mauritius,November,1980,0.342
MRI,Mauritius,December,1980,-0.246
MEX,Mexico,January,1980,0.788
MEX,Mexico,February,1980,0.651
MEX,Mexico,March,1980,0.644
MEX,Mexico,April,1980,-0.414
MEX,Mexico,May,1980,0.494
MEX,Mexico,June,1980,1.431
MEX,Mexico,July,1980,1.239
MEX,Mexico,August,1980,0.232
MEX,Mexico,September,1980,0.336
MEX,Mexico,October,1980,-0.163
MEX,Mexico,November,1980,-0.665
MEX,Mexico,December,1980,0.454
MGL,Mongolia,January,1980,0.346
MGL,Mongolia,February,1980,0.852
MGL,Mongolia,March,1980,-2.312
MGL,Mongolia,April,1980,-2.134
MGL,Mongolia,May,1980,0.433
MGL,Mongolia,June,1980,0.667
MGL,Mongolia,July,1980,1.401
MGL,Mongolia,August,1980,0.741
MGL,Mongolia,September,1980,0.229
MGL,Mongolia,October,1980,-0.935
MGL,Mongolia,November,1980,3.628
MGL,Mongolia,December,1980,0.985
MNE,Montenegro,January,1980,NA
MNE,Montenegro,February,1980,NA
MNE,Montenegro,March,1980,NA
MNE,Montenegro,April,1980,NA
MNE,Montenegro,May,1980,NA
MNE,Montenegro,June,1980,NA
MNE,Montenegro,July,1980,NA
MNE,Montenegro,August,1980,NA
MNE,Montenegro,September,1980,NA
MNE,Montenegro,October,1980,NA
MNE,Montenegro,November,1980,NA
MNE,Montenegro,December,1980,NA
MAR,Morocco,January,1980,-0.111
MAR,Morocco,February,1980,0.674
MAR,Morocco,March,1980,0.226
MAR,Morocco,April,1980,1.363
MAR,Morocco,May,1980,-0.272
MAR,Morocco,June,1980,1.204
MAR,Morocco,July,1980,0.543
MAR,Morocco,August,1980,1.199
MAR,Morocco,September,1980,1.475
MAR,Morocco,October,1980,0.463
MAR,Morocco,November,1980,0.219
MAR,Morocco,December,1980,-0.83
MOZ,Mozambique,January,1980,0.057
MOZ,Mozambique,February,1980,0.825
MOZ,Mozambique,March,1980,0.039
MOZ,Mozambique,April,1980,0.386
MOZ,Mozambique,May,1980,0.237
MOZ,Mozambique,June,1980,-0.571
MOZ,Mozambique,July,1980,-0.644
MOZ,Mozambique,August,1980,-0.408
MOZ,Mozambique,September,1980,0.116
MOZ,Mozambique,October,1980,-0.49
MOZ,Mozambique,November,1980,0.996
MOZ,Mozambique,December,1980,0.341
NAM,Namibia,January,1980,0.721
NAM,Namibia,February,1980,0.282
NAM,Namibia,March,1980,0.019
NAM,Namibia,April,1980,-0.003
NAM,Namibia,May,1980,0.542
NAM,Namibia,June,1980,-0.218
NAM,Namibia,July,1980,0.198
NAM,Namibia,August,1980,0.504
NAM,Namibia,September,1980,0.06
NAM,Namibia,October,1980,0.572
NAM,Namibia,November,1980,-1.427
NAM,Namibia,December,1980,0.385
NED,Netherlands,January,1980,-1.701
NED,Netherlands,February,1980,2.317
NED,Netherlands,March,1980,-0.023
NED,Netherlands,April,1980,-0.37
NED,Netherlands,May,1980,-0.778
NED,Netherlands,June,1980,-0.331
NED,Netherlands,July,1980,-1.14
NED,Netherlands,August,1980,0.494
NED,Netherlands,September,1980,1.212
NED,Netherlands,October,1980,-1.069
NED,Netherlands,November,1980,-0.934
NED,Netherlands,December,1980,0.039
NZL,New Zealand,January,1980,0.143
NZL,New Zealand,February,1980,-0.169
NZL,New Zealand,March,1980,-0.928
NZL,New Zealand,April,1980,-0.455
NZL,New Zealand,May,1980,0.414
NZL,New Zealand,June,1980,-0.025
NZL,New Zealand,July,1980,0.028
NZL,New Zealand,August,1980,0.123
NZL,New Zealand,September,1980,0.685
NZL,New Zealand,October,1980,0.971
NZL,New Zealand,November,1980,-1.017
NZL,New Zealand,December,1980,0.088
NIG,Niger,January,1980,1.349
NIG,Niger,February,1980,0.371
NIG,Niger,March,1980,0.167
NIG,Niger,April,1980,0.292
NIG,Niger,May,1980,1.673
NIG,Niger,June,1980,0.397
NIG,Niger,July,1980,0.078
NIG,Niger,August,1980,0.764
NIG,Niger,September,1980,0.633
NIG,Niger,October,1980,0.921
NIG,Niger,November,1980,0.917
NIG,Niger,December,1980,-1.405
NGR,Nigeria,January,1980,1.195
NGR,Nigeria,February,1980,0.558
NGR,Nigeria,March,1980,0.407
NGR,Nigeria,April,1980,0.888
NGR,Nigeria,May,1980,-0.008
NGR,Nigeria,June,1980,-0.298
NGR,Nigeria,July,1980,0.124
NGR,Nigeria,August,1980,0.277
NGR,Nigeria,September,1980,0.936
NGR,Nigeria,October,1980,0.616
NGR,Nigeria,November,1980,0.776
NGR,Nigeria,December,1980,-0.511
NOR,Norway,January,1980,-1.925
NOR,Norway,February,1980,-1.565
NOR,Norway,March,1980,-1.57
NOR,Norway,April,1980,1.566
NOR,Norway,May,1980,0.865
NOR,Norway,June,1980,1.922
NOR,Norway,July,1980,0.999
NOR,Norway,August,1980,0.444
NOR,Norway,September,1980,0.629
NOR,Norway,October,1980,-2.175
NOR,Norway,November,1980,-2.855
NOR,Norway,December,1980,-1.133
PAK,Pakistan,January,1980,0.19
PAK,Pakistan,February,1980,0.517
PAK,Pakistan,March,1980,-1.085
PAK,Pakistan,April,1980,2.024
PAK,Pakistan,May,1980,1.402
PAK,Pakistan,June,1980,0.534
PAK,Pakistan,July,1980,0.043
PAK,Pakistan,August,1980,-0.02
PAK,Pakistan,September,1980,-0.117
PAK,Pakistan,October,1980,0.695
PAK,Pakistan,November,1980,0.134
PAK,Pakistan,December,1980,0.201
PAN,Panama,January,1980,0.342
PAN,Panama,February,1980,0.288
PAN,Panama,March,1980,0.264
PAN,Panama,April,1980,0.516
PAN,Panama,May,1980,0.493
PAN,Panama,June,1980,0.737
PAN,Panama,July,1980,0.207
PAN,Panama,August,1980,0.374
PAN,Panama,September,1980,1.227
PAN,Panama,October,1980,0.537
PAN,Panama,November,1980,-0.142
PAN,Panama,December,1980,0.154
PAR,Paraguay,January,1980,-0.503
PAR,Paraguay,February,1980,-0.029
PAR,Paraguay,March,1980,1.76
PAR,Paraguay,April,1980,2.182
PAR,Paraguay,May,1980,1.804
PAR,Paraguay,June,1980,-0.455
PAR,Paraguay,July,1980,-0.308
PAR,Paraguay,August,1980,0.59
PAR,Paraguay,September,1980,-2.345
PAR,Paraguay,October,1980,0.268
PAR,Paraguay,November,1980,-0.727
PAR,Paraguay,December,1980,0.152
PER,Peru,January,1980,0.402
PER,Peru,February,1980,0.656
PER,Peru,March,1980,0.471
PER,Peru,April,1980,0.788
PER,Peru,May,1980,0.564
PER,Peru,June,1980,0.64
PER,Peru,July,1980,0.463
PER,Peru,August,1980,0.347
PER,Peru,September,1980,0.125
PER,Peru,October,1980,-0.02
PER,Peru,November,1980,0.113
PER,Peru,December,1980,0.334
PHI,Philippines,January,1980,0.306
PHI,Philippines,February,1980,0.203
PHI,Philippines,March,1980,0.337
PHI,Philippines,April,1980,0.194
PHI,Philippines,May,1980,0.261
PHI,Philippines,June,1980,-0.037
PHI,Philippines,July,1980,-0.168
PHI,Philippines,August,1980,0.112
PHI,Philippines,September,1980,0.024
PHI,Philippines,October,1980,0.098
PHI,Philippines,November,1980,0.289
PHI,Philippines,December,1980,0.194
POL,Poland,January,1980,-2.252
POL,Poland,February,1980,1.285
POL,Poland,March,1980,-1.6
POL,Poland,April,1980,-1.438
POL,Poland,May,1980,-2.769
POL,Poland,June,1980,-0.714
POL,Poland,July,1980,-1.331
POL,Poland,August,1980,-0.909
POL,Poland,September,1980,-0.462
POL,Poland,October,1980,-0.066
POL,Poland,November,1980,-1.408
POL,Poland,December,1980,-0.028
POR,Portugal,January,1980,0.231
POR,Portugal,February,1980,0.888
POR,Portugal,March,1980,0.039
POR,Portugal,April,1980,0.75
POR,Portugal,May,1980,-0.931
POR,Portugal,June,1980,-0.225
POR,Portugal,July,1980,-0.788
POR,Portugal,August,1980,1.101
POR,Portugal,September,1980,1.622
POR,Portugal,October,1980,0.045
POR,Portugal,November,1980,-0.353
POR,Portugal,December,1980,-1.075
PUR,Puerto Rico,January,1980,0.27
PUR,Puerto Rico,February,1980,0.303
PUR,Puerto Rico,March,1980,0.182
PUR,Puerto Rico,April,1980,0.411
PUR,Puerto Rico,May,1980,0.742
PUR,Puerto Rico,June,1980,0.738
PUR,Puerto Rico,July,1980,0.491
PUR,Puerto Rico,August,1980,0.449
PUR,Puerto Rico,September,1980,0.601
PUR,Puerto Rico,October,1980,0.72
PUR,Puerto Rico,November,1980,0.567
PUR,Puerto Rico,December,1980,0.428
QAT,Qatar,January,1980,-0.133
QAT,Qatar,February,1980,0.392
QAT,Qatar,March,1980,1.065
QAT,Qatar,April,1980,2.058
QAT,Qatar,May,1980,0.403
QAT,Qatar,June,1980,0.637
QAT,Qatar,July,1980,0.982
QAT,Qatar,August,1980,0.018
QAT,Qatar,September,1980,-0.093
QAT,Qatar,October,1980,-0.021
QAT,Qatar,November,1980,0.927
QAT,Qatar,December,1980,-0.381
KOR,South Korea,January,1980,0.188
KOR,South Korea,February,1980,-1.624
KOR,South Korea,March,1980,0.539
KOR,South Korea,April,1980,-0.975
KOR,South Korea,May,1980,-0.251
KOR,South Korea,June,1980,0.829
KOR,South Korea,July,1980,-1.838
KOR,South Korea,August,1980,-3.048
KOR,South Korea,September,1980,-1.258
KOR,South Korea,October,1980,-0.93
KOR,South Korea,November,1980,1.292
KOR,South Korea,December,1980,-2.581
MDA,Moldova,January,1980,NA
MDA,Moldova,February,1980,NA
MDA,Moldova,March,1980,NA
MDA,Moldova,April,1980,NA
MDA,Moldova,May,1980,NA
MDA,Moldova,June,1980,NA
MDA,Moldova,July,1980,NA
MDA,Moldova,August,1980,NA
MDA,Moldova,September,1980,NA
MDA,Moldova,October,1980,NA
MDA,Moldova,November,1980,NA
MDA,Moldova,December,1980,NA
ROU,Romania,January,1980,-2.389
ROU,Romania,February,1980,-0.024
ROU,Romania,March,1980,-0.908
ROU,Romania,April,1980,-1.605
ROU,Romania,May,1980,-1.925
ROU,Romania,June,1980,-0.819
ROU,Romania,July,1980,-0.761
ROU,Romania,August,1980,-1.082
ROU,Romania,September,1980,-1.142
ROU,Romania,October,1980,1.125
ROU,Romania,November,1980,-0.833
ROU,Romania,December,1980,-0.292
RUS,Russian Federation,January,1980,NA
RUS,Russian Federation,February,1980,NA
RUS,Russian Federation,March,1980,NA
RUS,Russian Federation,April,1980,NA
RUS,Russian Federation,May,1980,NA
RUS,Russian Federation,June,1980,NA
RUS,Russian Federation,July,1980,NA
RUS,Russian Federation,August,1980,NA
RUS,Russian Federation,September,1980,NA
RUS,Russian Federation,October,1980,NA
RUS,Russian Federation,November,1980,NA
RUS,Russian Federation,December,1980,NA
KSA,Saudi Arabia,January,1980,-0.358
KSA,Saudi Arabia,February,1980,-0.833
KSA,Saudi Arabia,March,1980,0.681
KSA,Saudi Arabia,April,1980,0.964
KSA,Saudi Arabia,May,1980,0.375
KSA,Saudi Arabia,June,1980,0.53
KSA,Saudi Arabia,July,1980,0.112
KSA,Saudi Arabia,August,1980,-0.11
KSA,Saudi Arabia,September,1980,-0.763
KSA,Saudi Arabia,October,1980,-0.019
KSA,Saudi Arabia,November,1980,1.251
KSA,Saudi Arabia,December,1980,0.113
SEN,Senegal,January,1980,1.311
SEN,Senegal,February,1980,0.708
SEN,Senegal,March,1980,1.025
SEN,Senegal,April,1980,1.822
SEN,Senegal,May,1980,0.861
SEN,Senegal,June,1980,0.502
SEN,Senegal,July,1980,0.826
SEN,Senegal,August,1980,0.573
SEN,Senegal,September,1980,0.76
SEN,Senegal,October,1980,1.113
SEN,Senegal,November,1980,0.735
SEN,Senegal,December,1980,-0.05
SRB,Serbia,January,1980,NA
SRB,Serbia,February,1980,NA
SRB,Serbia,March,1980,NA
SRB,Serbia,April,1980,NA
SRB,Serbia,May,1980,NA
SRB,Serbia,June,1980,NA
SRB,Serbia,July,1980,NA
SRB,Serbia,August,1980,NA
SRB,Serbia,September,1980,NA
SRB,Serbia,October,1980,NA
SRB,Serbia,November,1980,NA
SRB,Serbia,December,1980,NA
SCG,Serbia and Montenegro,January,1980,NA
SCG,Serbia and Montenegro,February,1980,NA
SCG,Serbia and Montenegro,March,1980,NA
SCG,Serbia and Montenegro,April,1980,NA
SCG,Serbia and Montenegro,May,1980,NA
SCG,Serbia and Montenegro,June,1980,NA
SCG,Serbia and Montenegro,July,1980,NA
SCG,Serbia and Montenegro,August,1980,NA
SCG,Serbia and Montenegro,September,1980,NA
SCG,Serbia and Montenegro,October,1980,NA
SCG,Serbia and Montenegro,November,1980,NA
SCG,Serbia and Montenegro,December,1980,NA
SIN,Singapore,January,1980,0.637
SIN,Singapore,February,1980,0.519
SIN,Singapore,March,1980,0.824
SIN,Singapore,April,1980,0.289
SIN,Singapore,May,1980,0.794
SIN,Singapore,June,1980,0.687
SIN,Singapore,July,1980,0.636
SIN,Singapore,August,1980,-0.007
SIN,Singapore,September,1980,0.442
SIN,Singapore,October,1980,0.544
SIN,Singapore,November,1980,0.285
SIN,Singapore,December,1980,0.263
SVK,Slovakia,January,1980,NA
SVK,Slovakia,February,1980,NA
SVK,Slovakia,March,1980,NA
SVK,Slovakia,April,1980,NA
SVK,Slovakia,May,1980,NA
SVK,Slovakia,June,1980,NA
SVK,Slovakia,July,1980,NA
SVK,Slovakia,August,1980,NA
SVK,Slovakia,September,1980,NA
SVK,Slovakia,October,1980,NA
SVK,Slovakia,November,1980,NA
SVK,Slovakia,December,1980,NA
SLO,Slovenia,January,1980,NA
SLO,Slovenia,February,1980,NA
SLO,Slovenia,March,1980,NA
SLO,Slovenia,April,1980,NA
SLO,Slovenia,May,1980,NA
SLO,Slovenia,June,1980,NA
SLO,Slovenia,July,1980,NA
SLO,Slovenia,August,1980,NA
SLO,Slovenia,September,1980,NA
SLO,Slovenia,October,1980,NA
SLO,Slovenia,November,1980,NA
SLO,Slovenia,December,1980,NA
RSA,South Africa,January,1980,-0.161
RSA,South Africa,February,1980,0.293
RSA,South Africa,March,1980,0.634
RSA,South Africa,April,1980,0.174
RSA,South Africa,May,1980,0.361
RSA,South Africa,June,1980,0.089
RSA,South Africa,July,1980,0.436
RSA,South Africa,August,1980,0.98
RSA,South Africa,September,1980,-0.637
RSA,South Africa,October,1980,0.618
RSA,South Africa,November,1980,-0.833
RSA,South Africa,December,1980,0.125
ESP,Spain,January,1980,-0.028
ESP,Spain,February,1980,1.103
ESP,Spain,March,1980,0.167
ESP,Spain,April,1980,-0.215
ESP,Spain,May,1980,-1.107
ESP,Spain,June,1980,-0.234
ESP,Spain,July,1980,-1.059
ESP,Spain,August,1980,1.232
ESP,Spain,September,1980,1.603
ESP,Spain,October,1980,0.016
ESP,Spain,November,1980,-0.311
ESP,Spain,December,1980,-1.13
SRI,Sri Lanka,January,1980,0.329
SRI,Sri Lanka,February,1980,0.415
SRI,Sri Lanka,March,1980,0.498
SRI,Sri Lanka,April,1980,0.377
SRI,Sri Lanka,May,1980,0.906
SRI,Sri Lanka,June,1980,0.649
SRI,Sri Lanka,July,1980,0.676
SRI,Sri Lanka,August,1980,0.309
SRI,Sri Lanka,September,1980,0.353
SRI,Sri Lanka,October,1980,0.327
SRI,Sri Lanka,November,1980,0.408
SRI,Sri Lanka,December,1980,0.403
SUD,Sudan,January,1980,NA
SUD,Sudan,February,1980,NA
SUD,Sudan,March,1980,NA
SUD,Sudan,April,1980,NA
SUD,Sudan,May,1980,NA
SUD,Sudan,June,1980,NA
SUD,Sudan,July,1980,NA
SUD,Sudan,August,1980,NA
SUD,Sudan,September,1980,NA
SUD,Sudan,October,1980,NA
SUD,Sudan,November,1980,NA
SUD,Sudan,December,1980,NA
SUR,Suriname,January,1980,0.494
SUR,Suriname,February,1980,0.728
SUR,Suriname,March,1980,0.291
SUR,Suriname,April,1980,-0.035
SUR,Suriname,May,1980,0.474
SUR,Suriname,June,1980,0.634
SUR,Suriname,July,1980,0.446
SUR,Suriname,August,1980,0.408
SUR,Suriname,September,1980,0.497
SUR,Suriname,October,1980,0.165
SUR,Suriname,November,1980,0.052
SUR,Suriname,December,1980,0.36
SWE,Sweden,January,1980,-2.069
SWE,Sweden,February,1980,-2.474
SWE,Sweden,March,1980,-2.201
SWE,Sweden,April,1980,1.47
SWE,Sweden,May,1980,0.009
SWE,Sweden,June,1980,1.776
SWE,Sweden,July,1980,0.752
SWE,Sweden,August,1980,0.14
SWE,Sweden,September,1980,0.992
SWE,Sweden,October,1980,-1.607
SWE,Sweden,November,1980,-3.307
SWE,Sweden,December,1980,-0.67
SUI,Switzerland,January,1980,-0.889
SUI,Switzerland,February,1980,2.152
SUI,Switzerland,March,1980,0.21
SUI,Switzerland,April,1980,-1.856
SUI,Switzerland,May,1980,-1.475
SUI,Switzerland,June,1980,-1.29
SUI,Switzerland,July,1980,-1.998
SUI,Switzerland,August,1980,1.134
SUI,Switzerland,September,1980,1.075
SUI,Switzerland,October,1980,-0.745
SUI,Switzerland,November,1980,-1.013
SUI,Switzerland,December,1980,-1.411
SYR,Syria,January,1980,-1.291
SYR,Syria,February,1980,-0.663
SYR,Syria,March,1980,-0.484
SYR,Syria,April,1980,-0.463
SYR,Syria,May,1980,0.218
SYR,Syria,June,1980,0.697
SYR,Syria,July,1980,1.233
SYR,Syria,August,1980,-0.158
SYR,Syria,September,1980,-0.964
SYR,Syria,October,1980,0.023
SYR,Syria,November,1980,0.758
SYR,Syria,December,1980,0.775
TJK,Tajikistan,January,1980,NA
TJK,Tajikistan,February,1980,NA
TJK,Tajikistan,March,1980,NA
TJK,Tajikistan,April,1980,NA
TJK,Tajikistan,May,1980,NA
TJK,Tajikistan,June,1980,NA
TJK,Tajikistan,July,1980,NA
TJK,Tajikistan,August,1980,NA
TJK,Tajikistan,September,1980,NA
TJK,Tajikistan,October,1980,NA
TJK,Tajikistan,November,1980,NA
TJK,Tajikistan,December,1980,NA
THA,Thailand,January,1980,0.479
THA,Thailand,February,1980,0.5
THA,Thailand,March,1980,1.077
THA,Thailand,April,1980,1.026
THA,Thailand,May,1980,0.896
THA,Thailand,June,1980,-0.01
THA,Thailand,July,1980,0.413
THA,Thailand,August,1980,0.35
THA,Thailand,September,1980,0.122
THA,Thailand,October,1980,0.359
THA,Thailand,November,1980,0.597
THA,Thailand,December,1980,0.832
TOG,Togo,January,1980,1.272
TOG,Togo,February,1980,0.814
TOG,Togo,March,1980,0.692
TOG,Togo,April,1980,1.08
TOG,Togo,May,1980,-0.118
TOG,Togo,June,1980,0.584
TOG,Togo,July,1980,0.356
TOG,Togo,August,1980,0.123
TOG,Togo,September,1980,0.283
TOG,Togo,October,1980,0.106
TOG,Togo,November,1980,-0.16
TOG,Togo,December,1980,-0.896
TGA,Tonga,January,1980,0.142
TGA,Tonga,February,1980,0.861
TGA,Tonga,March,1980,0.931
TGA,Tonga,April,1980,0.62
TGA,Tonga,May,1980,-0.661
TGA,Tonga,June,1980,-0.721
TGA,Tonga,July,1980,-0.119
TGA,Tonga,August,1980,-0.193
TGA,Tonga,September,1980,0.74
TGA,Tonga,October,1980,0.84
TGA,Tonga,November,1980,0.458
TGA,Tonga,December,1980,-0.237
TRI,Trinidad and Tobago,January,1980,0.648
TRI,Trinidad and Tobago,February,1980,0.457
TRI,Trinidad and Tobago,March,1980,0.098
TRI,Trinidad and Tobago,April,1980,0.783
TRI,Trinidad and Tobago,May,1980,0.744
TRI,Trinidad and Tobago,June,1980,-0.495
TRI,Trinidad and Tobago,July,1980,NA
TRI,Trinidad and Tobago,August,1980,NA
TRI,Trinidad and Tobago,September,1980,NA
TRI,Trinidad and Tobago,October,1980,NA
TRI,Trinidad and Tobago,November,1980,0.11
TRI,Trinidad and Tobago,December,1980,0.527
TUN,Tunisia,January,1980,-0.074
TUN,Tunisia,February,1980,0.423
TUN,Tunisia,March,1980,0.043
TUN,Tunisia,April,1980,-1.238
TUN,Tunisia,May,1980,-0.897
TUN,Tunisia,June,1980,0.025
TUN,Tunisia,July,1980,-0.953
TUN,Tunisia,August,1980,0.144
TUN,Tunisia,September,1980,0.242
TUN,Tunisia,October,1980,-0.226
TUN,Tunisia,November,1980,1.159
TUN,Tunisia,December,1980,-1.929
TUR,Turkey,January,1980,-1.236
TUR,Turkey,February,1980,-0.777
TUR,Turkey,March,1980,-0.515
TUR,Turkey,April,1980,-0.798
TUR,Turkey,May,1980,-0.271
TUR,Turkey,June,1980,0.416
TUR,Turkey,July,1980,1.328
TUR,Turkey,August,1980,-0.066
TUR,Turkey,September,1980,-0.95
TUR,Turkey,October,1980,0.509
TUR,Turkey,November,1980,0.876
TUR,Turkey,December,1980,1.431
UGA,Uganda,January,1980,1.015
UGA,Uganda,February,1980,1.536
UGA,Uganda,March,1980,0.527
UGA,Uganda,April,1980,0.897
UGA,Uganda,May,1980,0.28
UGA,Uganda,June,1980,0.622
UGA,Uganda,July,1980,0.452
UGA,Uganda,August,1980,0.262
UGA,Uganda,September,1980,0.871
UGA,Uganda,October,1980,1.146
UGA,Uganda,November,1980,0.556
UGA,Uganda,December,1980,0.463
UKR,Ukraine,January,1980,NA
UKR,Ukraine,February,1980,NA
UKR,Ukraine,March,1980,NA
UKR,Ukraine,April,1980,NA
UKR,Ukraine,May,1980,NA
UKR,Ukraine,June,1980,NA
UKR,Ukraine,July,1980,NA
UKR,Ukraine,August,1980,NA
UKR,Ukraine,September,1980,NA
UKR,Ukraine,October,1980,NA
UKR,Ukraine,November,1980,NA
UKR,Ukraine,December,1980,NA
UAE,United Arab Emirates,January,1980,-0.383
UAE,United Arab Emirates,February,1980,0.464
UAE,United Arab Emirates,March,1980,0.431
UAE,United Arab Emirates,April,1980,1.966
UAE,United Arab Emirates,May,1980,0.709
UAE,United Arab Emirates,June,1980,0.462
UAE,United Arab Emirates,July,1980,0.725
UAE,United Arab Emirates,August,1980,-0.229
UAE,United Arab Emirates,September,1980,-0.109
UAE,United Arab Emirates,October,1980,-0.02
UAE,United Arab Emirates,November,1980,0.406
UAE,United Arab Emirates,December,1980,-0.51
GBR,Great Britain,January,1980,-0.989
GBR,Great Britain,February,1980,1.649
GBR,Great Britain,March,1980,-0.885
GBR,Great Britain,April,1980,0.79
GBR,Great Britain,May,1980,0.18
GBR,Great Britain,June,1980,-0.209
GBR,Great Britain,July,1980,-0.841
GBR,Great Britain,August,1980,0.246
GBR,Great Britain,September,1980,0.98
GBR,Great Britain,October,1980,-1.625
GBR,Great Britain,November,1980,-0.089
GBR,Great Britain,December,1980,0.703
TAN,Tanzania,January,1980,0.758
TAN,Tanzania,February,1980,0.667
TAN,Tanzania,March,1980,0.183
TAN,Tanzania,April,1980,0.619
TAN,Tanzania,May,1980,0.231
TAN,Tanzania,June,1980,-0.017
TAN,Tanzania,July,1980,0.5
TAN,Tanzania,August,1980,0.35
TAN,Tanzania,September,1980,0.413
TAN,Tanzania,October,1980,0.516
TAN,Tanzania,November,1980,0.519
TAN,Tanzania,December,1980,0.196
USA,United States,January,1980,0.542
USA,United States,February,1980,0.438
USA,United States,March,1980,0.044
USA,United States,April,1980,0.585
USA,United States,May,1980,0.302
USA,United States,June,1980,0.145
USA,United States,July,1980,0.977
USA,United States,August,1980,0.257
USA,United States,September,1980,0.486
USA,United States,October,1980,-0.368
USA,United States,November,1980,0.62
USA,United States,December,1980,-0.011
URU,Uruguay,January,1980,0.463
URU,Uruguay,February,1980,0.327
URU,Uruguay,March,1980,2.729
URU,Uruguay,April,1980,3.311
URU,Uruguay,May,1980,2.241
URU,Uruguay,June,1980,-0.137
URU,Uruguay,July,1980,-1.071
URU,Uruguay,August,1980,-0.001
URU,Uruguay,September,1980,-0.627
URU,Uruguay,October,1980,0.29
URU,Uruguay,November,1980,-0.183
URU,Uruguay,December,1980,0.736
UZB,Uzbekistan,January,1980,NA
UZB,Uzbekistan,February,1980,NA
UZB,Uzbekistan,March,1980,NA
UZB,Uzbekistan,April,1980,NA
UZB,Uzbekistan,May,1980,NA
UZB,Uzbekistan,June,1980,NA
UZB,Uzbekistan,July,1980,NA
UZB,Uzbekistan,August,1980,NA
UZB,Uzbekistan,September,1980,NA
UZB,Uzbekistan,October,1980,NA
UZB,Uzbekistan,November,1980,NA
UZB,Uzbekistan,December,1980,NA
VEN,Venezuela,January,1980,0.792
VEN,Venezuela,February,1980,0.695
VEN,Venezuela,March,1980,0.539
VEN,Venezuela,April,1980,0.765
VEN,Venezuela,May,1980,0.265
VEN,Venezuela,June,1980,0.59
VEN,Venezuela,July,1980,0.46
VEN,Venezuela,August,1980,0.515
VEN,Venezuela,September,1980,0.587
VEN,Venezuela,October,1980,0.352
VEN,Venezuela,November,1980,0.219
VEN,Venezuela,December,1980,0.705
VIE,Vietnam,January,1980,0.842
VIE,Vietnam,February,1980,-0.525
VIE,Vietnam,March,1980,1.448
VIE,Vietnam,April,1980,0.523
VIE,Vietnam,May,1980,0.069
VIE,Vietnam,June,1980,-0.353
VIE,Vietnam,July,1980,0.086
VIE,Vietnam,August,1980,0.157
VIE,Vietnam,September,1980,-0.309
VIE,Vietnam,October,1980,0.245
VIE,Vietnam,November,1980,0.944
VIE,Vietnam,December,1980,0.151
ZAM,Zambia,January,1980,0.634
ZAM,Zambia,February,1980,0.781
ZAM,Zambia,March,1980,0.107
ZAM,Zambia,April,1980,0.321
ZAM,Zambia,May,1980,0.037
ZAM,Zambia,June,1980,-0.983
ZAM,Zambia,July,1980,-0.546
ZAM,Zambia,August,1980,0.115
ZAM,Zambia,September,1980,0.896
ZAM,Zambia,October,1980,-0.216
ZAM,Zambia,November,1980,0.376
ZAM,Zambia,December,1980,0.278
ZIM,Zimbabwe,January,1980,0.379
ZIM,Zimbabwe,February,1980,0.907
ZIM,Zimbabwe,March,1980,-0.153
ZIM,Zimbabwe,April,1980,0.261
ZIM,Zimbabwe,May,1980,0.268
ZIM,Zimbabwe,June,1980,-0.678
ZIM,Zimbabwe,July,1980,-0.848
ZIM,Zimbabwe,August,1980,-0.281
ZIM,Zimbabwe,September,1980,0.093
ZIM,Zimbabwe,October,1980,-0.623
ZIM,Zimbabwe,November,1980,0.661
ZIM,Zimbabwe,December,1980,0.385
FSM,Micronesia,January,1980,0.295
FSM,Micronesia,February,1980,0.135
FSM,Micronesia,March,1980,0.14
FSM,Micronesia,April,1980,0.229
FSM,Micronesia,May,1980,0.089
FSM,Micronesia,June,1980,0.339
FSM,Micronesia,July,1980,0.238
FSM,Micronesia,August,1980,0.101
FSM,Micronesia,September,1980,0.104
FSM,Micronesia,October,1980,0.339
FSM,Micronesia,November,1980,0.324
FSM,Micronesia,December,1980,0.418
AFG,Afghanistan,January,1981,1.724
AFG,Afghanistan,February,1981,1.088
AFG,Afghanistan,March,1981,1.166
AFG,Afghanistan,April,1981,0.99
AFG,Afghanistan,May,1981,1.141
AFG,Afghanistan,June,1981,-0.513
AFG,Afghanistan,July,1981,0.07
AFG,Afghanistan,August,1981,-0.269
AFG,Afghanistan,September,1981,-0.268
AFG,Afghanistan,October,1981,-1.372
AFG,Afghanistan,November,1981,0.669
