Country,Area,Months,Year,temperature
KEN,Kenya,December,1961,-0.434
KUW,Kuwait,January,1961,0.452
KUW,Kuwait,February,1961,-0.131
KUW,Kuwait,March,1961,-1.328
KUW,Kuwait,April,1961,-1.065
KUW,Kuwait,May,1961,0.382
KUW,Kuwait,June,1961,0.292
KUW,Kuwait,July,1961,0.073
KUW,Kuwait,August,1961,0.804
KUW,Kuwait,September,1961,-1.966
KUW,Kuwait,October,1961,-1.039
KUW,Kuwait,November,1961,-0.837
KUW,Kuwait,December,1961,0.779
KGZ,Kyrgyzstan,January,1961,NA
KGZ,Kyrgyzstan,February,1961,NA
KGZ,Kyrgyzstan,March,1961,NA
KGZ,Kyrgyzstan,April,1961,NA
KGZ,Kyrgyzstan,May,1961,NA
KGZ,Kyrgyzstan,June,1961,NA
KGZ,Kyrgyzstan,July,1961,NA
KGZ,Kyrgyzstan,August,1961,NA
KGZ,Kyrgyzstan,September,1961,NA
KGZ,Kyrgyzstan,October,1961,NA
KGZ,Kyrgyzstan,November,1961,NA
KGZ,Kyrgyzstan,December,1961,NA
LAT,Latvia,January,1961,NA
LAT,Latvia,February,1961,NA
LAT,Latvia,March,1961,NA
LAT,Latvia,April,1961,NA
LAT,Latvia,May,1961,NA
LAT,Latvia,June,1961,NA
LAT,Latvia,July,1961,NA
LAT,Latvia,August,1961,NA
LAT,Latvia,September,1961,NA
LAT,Latvia,October,1961,NA
LAT,Latvia,November,1961,NA
LAT,Latvia,December,1961,NA
LIB,Lebanon,January,1961,0.148
LIB,Lebanon,February,1961,-1.29
LIB,Lebanon,March,1961,-1.349
LIB,Lebanon,April,1961,0.222
LIB,Lebanon,May,1961,0.696
LIB,Lebanon,June,1961,0.566
LIB,Lebanon,July,1961,0.245
LIB,Lebanon,August,1961,0.326
LIB,Lebanon,September,1961,-1.596
LIB,Lebanon,October,1961,-0.307
LIB,Lebanon,November,1961,-0.721
LIB,Lebanon,December,1961,0.764
LTU,Lithuania,January,1961,NA
LTU,Lithuania,February,1961,NA
LTU,Lithuania,March,1961,NA
LTU,Lithuania,April,1961,NA
LTU,Lithuania,May,1961,NA
LTU,Lithuania,June,1961,NA
LTU,Lithuania,July,1961,NA
LTU,Lithuania,August,1961,NA
LTU,Lithuania,September,1961,NA
LTU,Lithuania,October,1961,NA
LTU,Lithuania,November,1961,NA
LTU,Lithuania,December,1961,NA
LUX,Luxembourg,January,1961,NA
LUX,Luxembourg,February,1961,NA
LUX,Luxembourg,March,1961,NA
LUX,Luxembourg,April,1961,NA
LUX,Luxembourg,May,1961,NA
LUX,Luxembourg,June,1961,NA
LUX,Luxembourg,July,1961,NA
LUX,Luxembourg,August,1961,NA
LUX,Luxembourg,September,1961,NA
LUX,Luxembourg,October,1961,NA
LUX,Luxembourg,November,1961,NA
LUX,Luxembourg,December,1961,NA
MAS,Malaysia,January,1961,-0.106
MAS,Malaysia,February,1961,0.157
MAS,Malaysia,March,1961,0.156
MAS,Malaysia,April,1961,-0.057
MAS,Malaysia,May,1961,0.169
MAS,Malaysia,June,1961,-0.17
MAS,Malaysia,July,1961,0.087
MAS,Malaysia,August,1961,-0.051
MAS,Malaysia,September,1961,-0.268
MAS,Malaysia,October,1961,-0.333
MAS,Malaysia,November,1961,0.123
MAS,Malaysia,December,1961,-0.014
MRI,Mauritius,January,1961,0.247
MRI,Mauritius,February,1961,0.458
MRI,Mauritius,March,1961,0.558
MRI,Mauritius,April,1961,0.694
MRI,Mauritius,May,1961,0.703
MRI,Mauritius,June,1961,1.328
MRI,Mauritius,July,1961,0.426
MRI,Mauritius,August,1961,0.442
MRI,Mauritius,September,1961,0.014
MRI,Mauritius,October,1961,0.36
MRI,Mauritius,November,1961,0.704
MRI,Mauritius,December,1961,-0.038
MEX,Mexico,January,1961,-0.31
MEX,Mexico,February,1961,-0.17
MEX,Mexico,March,1961,0.204
MEX,Mexico,April,1961,0.206
MEX,Mexico,May,1961,0.672
MEX,Mexico,June,1961,-0.095
MEX,Mexico,July,1961,-0.428
MEX,Mexico,August,1961,-0.197
MEX,Mexico,September,1961,-0.134
MEX,Mexico,October,1961,-0.02
MEX,Mexico,November,1961,-0.538
MEX,Mexico,December,1961,0.182
MGL,Mongolia,January,1961,-0.077
MGL,Mongolia,February,1961,2.362
MGL,Mongolia,March,1961,1.057
MGL,Mongolia,April,1961,3.176
MGL,Mongolia,May,1961,-0.53
MGL,Mongolia,June,1961,-0.833
MGL,Mongolia,July,1961,-0.13
MGL,Mongolia,August,1961,-1.04
MGL,Mongolia,September,1961,0.163
MGL,Mongolia,October,1961,-1.666
MGL,Mongolia,November,1961,1.356
MGL,Mongolia,December,1961,-0.633
MNE,Montenegro,January,1961,NA
MNE,Montenegro,February,1961,NA
MNE,Montenegro,March,1961,NA
MNE,Montenegro,April,1961,NA
MNE,Montenegro,May,1961,NA
MNE,Montenegro,June,1961,NA
MNE,Montenegro,July,1961,NA
MNE,Montenegro,August,1961,NA
MNE,Montenegro,September,1961,NA
MNE,Montenegro,October,1961,NA
MNE,Montenegro,November,1961,NA
MNE,Montenegro,December,1961,NA
MAR,Morocco,January,1961,-1.419
MAR,Morocco,February,1961,1.922
MAR,Morocco,March,1961,1.879
MAR,Morocco,April,1961,1.769
MAR,Morocco,May,1961,1.839
MAR,Morocco,June,1961,-0.304
MAR,Morocco,July,1961,1.206
MAR,Morocco,August,1961,0.756
MAR,Morocco,September,1961,0.608
MAR,Morocco,October,1961,0.009
MAR,Morocco,November,1961,0.109
MAR,Morocco,December,1961,2.118
MOZ,Mozambique,January,1961,0.192
MOZ,Mozambique,February,1961,0.005
MOZ,Mozambique,March,1961,0.71
MOZ,Mozambique,April,1961,0.971
MOZ,Mozambique,May,1961,1.387
MOZ,Mozambique,June,1961,1.014
MOZ,Mozambique,July,1961,0.634
MOZ,Mozambique,August,1961,-0.626
MOZ,Mozambique,September,1961,0.344
MOZ,Mozambique,October,1961,0.263
MOZ,Mozambique,November,1961,-0.793
MOZ,Mozambique,December,1961,-0.692
NAM,Namibia,January,1961,-0.242
NAM,Namibia,February,1961,0.093
NAM,Namibia,March,1961,0.077
NAM,Namibia,April,1961,0.612
NAM,Namibia,May,1961,-0.575
NAM,Namibia,June,1961,-0.06
NAM,Namibia,July,1961,1.579
NAM,Namibia,August,1961,0.248
NAM,Namibia,September,1961,0.808
NAM,Namibia,October,1961,-0.395
NAM,Namibia,November,1961,-0.073
NAM,Namibia,December,1961,-0.457
NED,Netherlands,January,1961,-0.009
NED,Netherlands,February,1961,4.082
NED,Netherlands,March,1961,2.54
NED,Netherlands,April,1961,2.735
NED,Netherlands,May,1961,-1.141
NED,Netherlands,June,1961,0.346
NED,Netherlands,July,1961,-1.329
NED,Netherlands,August,1961,-0.517
NED,Netherlands,September,1961,2.941
NED,Netherlands,October,1961,1.404
NED,Netherlands,November,1961,-0.667
NED,Netherlands,December,1961,-1.396
NZL,New Zealand,January,1961,-0.234
NZL,New Zealand,February,1961,-0.344
NZL,New Zealand,March,1961,-1.17
NZL,New Zealand,April,1961,-0.402
NZL,New Zealand,May,1961,-0.343
NZL,New Zealand,June,1961,-0.191
NZL,New Zealand,July,1961,-0.125
NZL,New Zealand,August,1961,-0.632
NZL,New Zealand,September,1961,-0.639
NZL,New Zealand,October,1961,1.375
NZL,New Zealand,November,1961,0.274
NZL,New Zealand,December,1961,1.161
NIG,Niger,January,1961,0.401
NIG,Niger,February,1961,-2.901
NIG,Niger,March,1961,-3.009
NIG,Niger,April,1961,-0.486
NIG,Niger,May,1961,-0.15
NIG,Niger,June,1961,0.095
NIG,Niger,July,1961,-0.67
NIG,Niger,August,1961,-0.846
NIG,Niger,September,1961,-1.083
NIG,Niger,October,1961,-1.261
NIG,Niger,November,1961,-0.838
NIG,Niger,December,1961,-2.211
NGR,Nigeria,January,1961,0.508
NGR,Nigeria,February,1961,-2.261
NGR,Nigeria,March,1961,-1.063
NGR,Nigeria,April,1961,0.047
NGR,Nigeria,May,1961,0.598
NGR,Nigeria,June,1961,0.028
NGR,Nigeria,July,1961,-0.473
NGR,Nigeria,August,1961,-0.454
NGR,Nigeria,September,1961,-0.226
NGR,Nigeria,October,1961,-0.455
NGR,Nigeria,November,1961,-0.575
NGR,Nigeria,December,1961,-1.337
NOR,Norway,January,1961,0.382
NOR,Norway,February,1961,3.067
NOR,Norway,March,1961,2.468
NOR,Norway,April,1961,-0.239
NOR,Norway,May,1961,0.442
NOR,Norway,June,1961,1.017
NOR,Norway,July,1961,0.556
NOR,Norway,August,1961,-0.108
NOR,Norway,September,1961,1.437
NOR,Norway,October,1961,3.803
NOR,Norway,November,1961,2.219
NOR,Norway,December,1961,-1.628
PAK,Pakistan,January,1961,0.439
PAK,Pakistan,February,1961,-1.749
PAK,Pakistan,March,1961,0.552
PAK,Pakistan,April,1961,-1.541
PAK,Pakistan,May,1961,0.238
PAK,Pakistan,June,1961,-0.323
PAK,Pakistan,July,1961,0.234
PAK,Pakistan,August,1961,0.322
PAK,Pakistan,September,1961,1.356
PAK,Pakistan,October,1961,-0.68
PAK,Pakistan,November,1961,-1.267
PAK,Pakistan,December,1961,-0.481
PAN,Panama,January,1961,NA
PAN,Panama,February,1961,NA
PAN,Panama,March,1961,NA
PAN,Panama,April,1961,NA
PAN,Panama,May,1961,NA
PAN,Panama,June,1961,NA
PAN,Panama,July,1961,NA
PAN,Panama,August,1961,NA
PAN,Panama,September,1961,NA
PAN,Panama,October,1961,NA
PAN,Panama,November,1961,NA
PAN,Panama,December,1961,NA
PAR,Paraguay,January,1961,0.578
PAR,Paraguay,February,1961,0.324
PAR,Paraguay,March,1961,-0.723
PAR,Paraguay,April,1961,0.497
PAR,Paraguay,May,1961,0.7
PAR,Paraguay,June,1961,-0.647
PAR,Paraguay,July,1961,0.248
PAR,Paraguay,August,1961,3.465
PAR,Paraguay,September,1961,0.348
PAR,Paraguay,October,1961,1.285
PAR,Paraguay,November,1961,0.323
PAR,Paraguay,December,1961,0.321
PER,Peru,January,1961,0.279
PER,Peru,February,1961,-0.073
PER,Peru,March,1961,-0.063
PER,Peru,April,1961,-0.271
PER,Peru,May,1961,0.306
PER,Peru,June,1961,-0.601
PER,Peru,July,1961,0.02
PER,Peru,August,1961,0.342
PER,Peru,September,1961,-0.025
PER,Peru,October,1961,-0.086
PER,Peru,November,1961,-0.31
PER,Peru,December,1961,-0.439
PHI,Philippines,January,1961,-0.693
PHI,Philippines,February,1961,0.202
PHI,Philippines,March,1961,0.281
PHI,Philippines,April,1961,0.224
PHI,Philippines,May,1961,-0.156
PHI,Philippines,June,1961,-0.322
PHI,Philippines,July,1961,-0.359
PHI,Philippines,August,1961,-0.222
PHI,Philippines,September,1961,-0.051
PHI,Philippines,October,1961,-0.285
PHI,Philippines,November,1961,0.042
PHI,Philippines,December,1961,0.367
POL,Poland,January,1961,-0.08
POL,Poland,February,1961,4.476
POL,Poland,March,1961,3.827
POL,Poland,April,1961,2.384
POL,Poland,May,1961,-0.945
POL,Poland,June,1961,1.253
POL,Poland,July,1961,-1.131
POL,Poland,August,1961,-0.588
POL,Poland,September,1961,1.382
POL,Poland,October,1961,2.164
POL,Poland,November,1961,0.398
POL,Poland,December,1961,-2.417
POR,Portugal,January,1961,-0.879
POR,Portugal,February,1961,2.554
POR,Portugal,March,1961,3.099
POR,Portugal,April,1961,0.79
POR,Portugal,May,1961,2.082
POR,Portugal,June,1961,1.05
POR,Portugal,July,1961,0.643
POR,Portugal,August,1961,2.002
POR,Portugal,September,1961,0.609
POR,Portugal,October,1961,-0.66
POR,Portugal,November,1961,-0.169
POR,Portugal,December,1961,1.703
PUR,Puerto Rico,January,1961,0.467
PUR,Puerto Rico,February,1961,0.301
PUR,Puerto Rico,March,1961,0.124
PUR,Puerto Rico,April,1961,0.39
PUR,Puerto Rico,May,1961,0.221
PUR,Puerto Rico,June,1961,-0.127
PUR,Puerto Rico,July,1961,-0.266
PUR,Puerto Rico,August,1961,-0.004
PUR,Puerto Rico,September,1961,-0.098
PUR,Puerto Rico,October,1961,-0.223
PUR,Puerto Rico,November,1961,-0.65
PUR,Puerto Rico,December,1961,0.001
QAT,Qatar,January,1961,0.719
QAT,Qatar,February,1961,-0.26
QAT,Qatar,March,1961,-1.022
QAT,Qatar,April,1961,-0.787
QAT,Qatar,May,1961,-0.484
QAT,Qatar,June,1961,-1.229
QAT,Qatar,July,1961,-0.027
QAT,Qatar,August,1961,0.17
QAT,Qatar,September,1961,-1.477
QAT,Qatar,October,1961,-1.022
QAT,Qatar,November,1961,-0.773
QAT,Qatar,December,1961,0.459
KOR,South Korea,January,1961,-1.23
KOR,South Korea,February,1961,0.127
KOR,South Korea,March,1961,1.212
KOR,South Korea,April,1961,0.423
KOR,South Korea,May,1961,0.205
KOR,South Korea,June,1961,0.667
KOR,South Korea,July,1961,1.834
KOR,South Korea,August,1961,1.103
KOR,South Korea,September,1961,1.299
KOR,South Korea,October,1961,1.51
KOR,South Korea,November,1961,1.687
KOR,South Korea,December,1961,0.185
MDA,Moldova,January,1961,NA
MDA,Moldova,February,1961,NA
MDA,Moldova,March,1961,NA
MDA,Moldova,April,1961,NA
MDA,Moldova,May,1961,NA
MDA,Moldova,June,1961,NA
MDA,Moldova,July,1961,NA
MDA,Moldova,August,1961,NA
MDA,Moldova,September,1961,NA
MDA,Moldova,October,1961,NA
MDA,Moldova,November,1961,NA
MDA,Moldova,December,1961,NA
ROU,Romania,January,1961,-0.164
ROU,Romania,February,1961,1.07
ROU,Romania,March,1961,2.669
ROU,Romania,April,1961,2.689
ROU,Romania,May,1961,-1.394
ROU,Romania,June,1961,0.756
ROU,Romania,July,1961,-0.544
ROU,Romania,August,1961,-0.058
ROU,Romania,September,1961,0.497
ROU,Romania,October,1961,0.875
ROU,Romania,November,1961,1.71
ROU,Romania,December,1961,-1.133
RUS,Russian Federation,January,1961,NA
RUS,Russian Federation,February,1961,NA
RUS,Russian Federation,March,1961,NA
RUS,Russian Federation,April,1961,NA
RUS,Russian Federation,May,1961,NA
RUS,Russian Federation,June,1961,NA
RUS,Russian Federation,July,1961,NA
RUS,Russian Federation,August,1961,NA
RUS,Russian Federation,September,1961,NA
RUS,Russian Federation,October,1961,NA
RUS,Russian Federation,November,1961,NA
RUS,Russian Federation,December,1961,NA
KSA,Saudi Arabia,January,1961,0.945
KSA,Saudi Arabia,February,1961,-0.87
KSA,Saudi Arabia,March,1961,-1.06
KSA,Saudi Arabia,April,1961,-0.853
KSA,Saudi Arabia,May,1961,-0.182
KSA,Saudi Arabia,June,1961,0.172
KSA,Saudi Arabia,July,1961,-0.258
KSA,Saudi Arabia,August,1961,0.476
KSA,Saudi Arabia,September,1961,-1.524
KSA,Saudi Arabia,October,1961,-0.564
KSA,Saudi Arabia,November,1961,0.005
KSA,Saudi Arabia,December,1961,0.2
SEN,Senegal,January,1961,-0.817
SEN,Senegal,February,1961,-0.482
SEN,Senegal,March,1961,-0.3
SEN,Senegal,April,1961,0.05
SEN,Senegal,May,1961,0.723
SEN,Senegal,June,1961,0.191
SEN,Senegal,July,1961,-0.526
SEN,Senegal,August,1961,-0.171
SEN,Senegal,September,1961,-0.157
SEN,Senegal,October,1961,-0.056
SEN,Senegal,November,1961,-0.399
SEN,Senegal,December,1961,-0.143
SRB,Serbia,January,1961,NA
SRB,Serbia,February,1961,NA
SRB,Serbia,March,1961,NA
SRB,Serbia,April,1961,NA
SRB,Serbia,May,1961,NA
SRB,Serbia,June,1961,NA
SRB,Serbia,July,1961,NA
SRB,Serbia,August,1961,NA
SRB,Serbia,September,1961,NA
SRB,Serbia,October,1961,NA
SRB,Serbia,November,1961,NA
SRB,Serbia,December,1961,NA
SCG,Serbia and Montenegro,January,1961,NA
SCG,Serbia and Montenegro,February,1961,NA
SCG,Serbia and Montenegro,March,1961,NA
SCG,Serbia and Montenegro,April,1961,NA
SCG,Serbia and Montenegro,May,1961,NA
SCG,Serbia and Montenegro,June,1961,NA
SCG,Serbia and Montenegro,July,1961,NA
SCG,Serbia and Montenegro,August,1961,NA
SCG,Serbia and Montenegro,September,1961,NA
SCG,Serbia and Montenegro,October,1961,NA
SCG,Serbia and Montenegro,November,1961,NA
SCG,Serbia and Montenegro,December,1961,NA
SIN,Singapore,January,1961,-0.163
SIN,Singapore,February,1961,0.122
SIN,Singapore,March,1961,0.079
SIN,Singapore,April,1961,0.046
SIN,Singapore,May,1961,0.08
SIN,Singapore,June,1961,-0.015
SIN,Singapore,July,1961,0.004
SIN,Singapore,August,1961,0.266
SIN,Singapore,September,1961,0.098
SIN,Singapore,October,1961,-0.048
SIN,Singapore,November,1961,-0.003
SIN,Singapore,December,1961,-0.165
SVK,Slovakia,January,1961,NA
SVK,Slovakia,February,1961,NA
SVK,Slovakia,March,1961,NA
SVK,Slovakia,April,1961,NA
SVK,Slovakia,May,1961,NA
SVK,Slovakia,June,1961,NA
SVK,Slovakia,July,1961,NA
SVK,Slovakia,August,1961,NA
SVK,Slovakia,September,1961,NA
SVK,Slovakia,October,1961,NA
SVK,Slovakia,November,1961,NA
SVK,Slovakia,December,1961,NA
SLO,Slovenia,January,1961,NA
SLO,Slovenia,February,1961,NA
SLO,Slovenia,March,1961,NA
SLO,Slovenia,April,1961,NA
SLO,Slovenia,May,1961,NA
SLO,Slovenia,June,1961,NA
SLO,Slovenia,July,1961,NA
SLO,Slovenia,August,1961,NA
SLO,Slovenia,September,1961,NA
SLO,Slovenia,October,1961,NA
SLO,Slovenia,November,1961,NA
SLO,Slovenia,December,1961,NA
RSA,South Africa,January,1961,-0.307
RSA,South Africa,February,1961,0.357
RSA,South Africa,March,1961,0.348
RSA,South Africa,April,1961,0.537
RSA,South Africa,May,1961,-0.232
RSA,South Africa,June,1961,1.015
RSA,South Africa,July,1961,1.188
RSA,South Africa,August,1961,-0.352
RSA,South Africa,September,1961,0.896
RSA,South Africa,October,1961,-0.766
RSA,South Africa,November,1961,0.316
RSA,South Africa,December,1961,-0.717
ESP,Spain,January,1961,-0.625
ESP,Spain,February,1961,2.521
ESP,Spain,March,1961,1.812
ESP,Spain,April,1961,1.938
ESP,Spain,May,1961,1.755
ESP,Spain,June,1961,0.82
ESP,Spain,July,1961,0.378
ESP,Spain,August,1961,0.54
ESP,Spain,September,1961,1.167
ESP,Spain,October,1961,-0.102
ESP,Spain,November,1961,-0.026
ESP,Spain,December,1961,1.475
SRI,Sri Lanka,January,1961,0.314
SRI,Sri Lanka,February,1961,-0.36
SRI,Sri Lanka,March,1961,0.077
SRI,Sri Lanka,April,1961,-0.101
SRI,Sri Lanka,May,1961,-0.373
SRI,Sri Lanka,June,1961,-0.595
SRI,Sri Lanka,July,1961,-0.443
SRI,Sri Lanka,August,1961,-0.128
SRI,Sri Lanka,September,1961,-0.375
SRI,Sri Lanka,October,1961,-0.076
SRI,Sri Lanka,November,1961,-0.11
SRI,Sri Lanka,December,1961,-0.183
SUD,Sudan,January,1961,NA
SUD,Sudan,February,1961,NA
SUD,Sudan,March,1961,NA
SUD,Sudan,April,1961,NA
SUD,Sudan,May,1961,NA
SUD,Sudan,June,1961,NA
SUD,Sudan,July,1961,NA
SUD,Sudan,August,1961,NA
SUD,Sudan,September,1961,NA
SUD,Sudan,October,1961,NA
SUD,Sudan,November,1961,NA
SUD,Sudan,December,1961,NA
SUR,Suriname,January,1961,0.095
SUR,Suriname,February,1961,-0.125
SUR,Suriname,March,1961,0.157
SUR,Suriname,April,1961,0.145
SUR,Suriname,May,1961,0.113
SUR,Suriname,June,1961,-0.733
SUR,Suriname,July,1961,-0.098
SUR,Suriname,August,1961,0.201
SUR,Suriname,September,1961,0.214
SUR,Suriname,October,1961,-0.141
SUR,Suriname,November,1961,-0.554
SUR,Suriname,December,1961,-0.697
SWE,Sweden,January,1961,0.715
SWE,Sweden,February,1961,4.618
SWE,Sweden,March,1961,3.599
SWE,Sweden,April,1961,0.301
SWE,Sweden,May,1961,0.263
SWE,Sweden,June,1961,1.282
SWE,Sweden,July,1961,0.063
SWE,Sweden,August,1961,-0.634
SWE,Sweden,September,1961,1.142
SWE,Sweden,October,1961,4.043
SWE,Sweden,November,1961,2.264
SWE,Sweden,December,1961,-1.967
SUI,Switzerland,January,1961,0.105
SUI,Switzerland,February,1961,3.559
SUI,Switzerland,March,1961,2.164
SUI,Switzerland,April,1961,3.171
SUI,Switzerland,May,1961,-1.002
SUI,Switzerland,June,1961,0.72
SUI,Switzerland,July,1961,-1.153
SUI,Switzerland,August,1961,0.046
SUI,Switzerland,September,1961,3.376
SUI,Switzerland,October,1961,1.202
SUI,Switzerland,November,1961,-0.117
SUI,Switzerland,December,1961,0.522
SYR,Syria,January,1961,-0.007
SYR,Syria,February,1961,-0.94
SYR,Syria,March,1961,-1.547
SYR,Syria,April,1961,0.506
SYR,Syria,May,1961,0.83
SYR,Syria,June,1961,0.337
SYR,Syria,July,1961,0.382
SYR,Syria,August,1961,0.673
SYR,Syria,September,1961,-1.976
SYR,Syria,October,1961,-0.221
SYR,Syria,November,1961,-0.855
SYR,Syria,December,1961,1.079
TJK,Tajikistan,January,1961,NA
TJK,Tajikistan,February,1961,NA
TJK,Tajikistan,March,1961,NA
TJK,Tajikistan,April,1961,NA
TJK,Tajikistan,May,1961,NA
TJK,Tajikistan,June,1961,NA
TJK,Tajikistan,July,1961,NA
TJK,Tajikistan,August,1961,NA
TJK,Tajikistan,September,1961,NA
TJK,Tajikistan,October,1961,NA
TJK,Tajikistan,November,1961,NA
TJK,Tajikistan,December,1961,NA
THA,Thailand,January,1961,-0.479
THA,Thailand,February,1961,0.543
THA,Thailand,March,1961,0.114
THA,Thailand,April,1961,-0.062
THA,Thailand,May,1961,-0.479
THA,Thailand,June,1961,-0.595
THA,Thailand,July,1961,-0.302
THA,Thailand,August,1961,-0.236
THA,Thailand,September,1961,-0.39
THA,Thailand,October,1961,-0.227
THA,Thailand,November,1961,0.378
THA,Thailand,December,1961,0.542
TOG,Togo,January,1961,0.189
TOG,Togo,February,1961,-0.963
TOG,Togo,March,1961,0.263
TOG,Togo,April,1961,-0.178
TOG,Togo,May,1961,0.618
TOG,Togo,June,1961,-0.144
TOG,Togo,July,1961,-0.393
TOG,Togo,August,1961,-0.467
TOG,Togo,September,1961,-0.364
TOG,Togo,October,1961,0.331
TOG,Togo,November,1961,0.154
TOG,Togo,December,1961,-0.329
TGA,Tonga,January,1961,0.389
TGA,Tonga,February,1961,0.937
TGA,Tonga,March,1961,-0.25
TGA,Tonga,April,1961,0.582
TGA,Tonga,May,1961,0.495
TGA,Tonga,June,1961,0.759
TGA,Tonga,July,1961,0.71
TGA,Tonga,August,1961,0.349
TGA,Tonga,September,1961,1.102
TGA,Tonga,October,1961,-0.984
TGA,Tonga,November,1961,-0.223
TGA,Tonga,December,1961,-0.417
TRI,Trinidad and Tobago,January,1961,0.907
TRI,Trinidad and Tobago,February,1961,0.472
TRI,Trinidad and Tobago,March,1961,0.284
TRI,Trinidad and Tobago,April,1961,0.476
TRI,Trinidad and Tobago,May,1961,0.408
TRI,Trinidad and Tobago,June,1961,0.421
TRI,Trinidad and Tobago,July,1961,0.085
TRI,Trinidad and Tobago,August,1961,0.496
TRI,Trinidad and Tobago,September,1961,0.013
TRI,Trinidad and Tobago,October,1961,0.098
TRI,Trinidad and Tobago,November,1961,0.143
TRI,Trinidad and Tobago,December,1961,0.55
TUN,Tunisia,January,1961,-0.776
TUN,Tunisia,February,1961,0.024
TUN,Tunisia,March,1961,-0.59
TUN,Tunisia,April,1961,2.047
TUN,Tunisia,May,1961,1.809
TUN,Tunisia,June,1961,-0.296
TUN,Tunisia,July,1961,0.336
TUN,Tunisia,August,1961,-0.875
TUN,Tunisia,September,1961,-0.258
TUN,Tunisia,October,1961,0.204
TUN,Tunisia,November,1961,1.921
TUN,Tunisia,December,1961,1.205
TUR,Turkey,January,1961,0.102
TUR,Turkey,February,1961,-0.806
TUR,Turkey,March,1961,-1.14
TUR,Turkey,April,1961,1.235
TUR,Turkey,May,1961,0.849
TUR,Turkey,June,1961,0.412
TUR,Turkey,July,1961,-0.078
TUR,Turkey,August,1961,0.358
TUR,Turkey,September,1961,-1.96
TUR,Turkey,October,1961,-0.202
TUR,Turkey,November,1961,0.657
TUR,Turkey,December,1961,1.337
UGA,Uganda,January,1961,0.49
UGA,Uganda,February,1961,-0.387
UGA,Uganda,March,1961,0.327
UGA,Uganda,April,1961,0.137
UGA,Uganda,May,1961,0.362
UGA,Uganda,June,1961,0.137
UGA,Uganda,July,1961,-0.143
UGA,Uganda,August,1961,-0.097
UGA,Uganda,September,1961,-0.17
UGA,Uganda,October,1961,-0.756
UGA,Uganda,November,1961,-0.716
UGA,Uganda,December,1961,-0.71
UKR,Ukraine,January,1961,NA
UKR,Ukraine,February,1961,NA
UKR,Ukraine,March,1961,NA
UKR,Ukraine,April,1961,NA
UKR,Ukraine,May,1961,NA
UKR,Ukraine,June,1961,NA
UKR,Ukraine,July,1961,NA
UKR,Ukraine,August,1961,NA
UKR,Ukraine,September,1961,NA
UKR,Ukraine,October,1961,NA
UKR,Ukraine,November,1961,NA
UKR,Ukraine,December,1961,NA
UAE,United Arab Emirates,January,1961,0.63
UAE,United Arab Emirates,February,1961,0.165
UAE,United Arab Emirates,March,1961,-0.367
UAE,United Arab Emirates,April,1961,-1.983
UAE,United Arab Emirates,May,1961,-0.182
UAE,United Arab Emirates,June,1961,-0.307
UAE,United Arab Emirates,July,1961,-0.119
UAE,United Arab Emirates,August,1961,0.153
UAE,United Arab Emirates,September,1961,0.061
UAE,United Arab Emirates,October,1961,-0.421
UAE,United Arab Emirates,November,1961,-0.889
UAE,United Arab Emirates,December,1961,1.117
GBR,Great Britain,January,1961,-0.053
GBR,Great Britain,February,1961,2.883
GBR,Great Britain,March,1961,2.575
GBR,Great Britain,April,1961,1.517
GBR,Great Britain,May,1961,-0.101
GBR,Great Britain,June,1961,0.073
GBR,Great Britain,July,1961,-0.638
GBR,Great Britain,August,1961,-0.182
GBR,Great Britain,September,1961,1.163
GBR,Great Britain,October,1961,0.188
GBR,Great Britain,November,1961,-0.471
GBR,Great Britain,December,1961,-2.273
TAN,Tanzania,January,1961,0.832
TAN,Tanzania,February,1961,-0.319
TAN,Tanzania,March,1961,0.244
TAN,Tanzania,April,1961,0.427
TAN,Tanzania,May,1961,1.025
TAN,Tanzania,June,1961,0.872
